index	dtw_type	subject_1	subject_2	condition_1	condition_2	obstacles_1	obstacles_2	dtw_distance	distance_matrix_key
24	within	35	35	h	h	0	1	107.29600937861377	s35-s35_ch-ch_o0-o1
25	within	35	35	k	k	0	1	93.78660856405314	s35-s35_ck-ck_o0-o1
26	within	35	35	s	s	0	1	106.64465763155802	s35-s35_cs-cs_o0-o1
27	within	38	38	h	k	0	0	84.10294016984042	s38-s38_ch-ck_o0-o0
28	within	38	38	h	s	0	0	113.19005799827427	s38-s38_ch-cs_o0-o0
29	within	38	38	k	s	0	0	109.08053674621478	s38-s38_ck-cs_o0-o0
30	within	38	38	h	k	1	1	115.38599942164103	s38-s38_ch-ck_o1-o1
31	within	38	38	h	s	1	1	93.75342539347126	s38-s38_ch-cs_o1-o1
32	within	38	38	k	s	1	1	108.20419287093019	s38-s38_ck-cs_o1-o1
33	within	38	38	h	h	0	1	76.0226145686811	s38-s38_ch-ch_o0-o1
34	within	38	38	k	k	0	1	99.01480741158238	s38-s38_ck-ck_o0-o1
35	within	38	38	s	s	0	1	121.79403993298178	s38-s38_cs-cs_o0-o1
36	within	39	39	h	k	0	0	80.3386923327216	s39-s39_ch-ck_o0-o0
37	within	39	39	h	s	0	0	92.15935234821477	s39-s39_ch-cs_o0-o0
38	within	39	39	k	s	0	0	88.20533866914651	s39-s39_ck-cs_o0-o0
39	within	39	39	h	k	1	1	122.19729496831452	s39-s39_ch-ck_o1-o1
40	within	39	39	h	s	1	1	115.11498654708774	s39-s39_ch-cs_o1-o1
41	within	39	39	k	s	1	1	91.73331516236745	s39-s39_ck-cs_o1-o1
42	within	39	39	h	h	0	1	119.93035297194123	s39-s39_ch-ch_o0-o1
43	within	39	39	k	k	0	1	94.29321830631476	s39-s39_ck-ck_o0-o1
44	within	39	39	s	s	0	1	109.43892167387517	s39-s39_cs-cs_o0-o1
45	within	40	40	h	k	0	0	64.27944151653318	s40-s40_ch-ck_o0-o0
46	within	40	40	h	s	0	0	82.96032363241113	s40-s40_ch-cs_o0-o0
47	within	40	40	k	s	0	0	86.36760811023625	s40-s40_ck-cs_o0-o0
48	within	40	40	h	k	1	1	132.5212302107703	s40-s40_ch-ck_o1-o1
49	within	40	40	h	s	1	1	124.32714929716307	s40-s40_ch-cs_o1-o1
50	within	40	40	k	s	1	1	112.59710528590551	s40-s40_ck-cs_o1-o1
51	within	40	40	h	h	0	1	100.31727035809399	s40-s40_ch-ch_o0-o1
52	within	40	40	k	k	0	1	101.93869939568496	s40-s40_ck-ck_o0-o1
53	within	40	40	s	s	0	1	111.50419230036357	s40-s40_cs-cs_o0-o1
54	within	43	43	h	k	0	0	145.75877896929623	s43-s43_ch-ck_o0-o0
55	within	43	43	h	s	0	0	128.15125533325005	s43-s43_ch-cs_o0-o0
56	within	43	43	k	s	0	0	120.89926042939919	s43-s43_ck-cs_o0-o0
57	within	43	43	h	k	1	1	95.59229427051939	s43-s43_ch-ck_o1-o1
58	within	43	43	h	s	1	1	105.21846970200124	s43-s43_ch-cs_o1-o1
59	within	43	43	k	s	1	1	103.73660069943536	s43-s43_ck-cs_o1-o1
60	within	43	43	h	h	0	1	125.84915688456786	s43-s43_ch-ch_o0-o1
61	within	43	43	k	k	0	1	109.78348155235125	s43-s43_ck-ck_o0-o1
62	within	43	43	s	s	0	1	101.90106790685891	s43-s43_cs-cs_o0-o1
63	within	46	46	h	k	0	0	93.305866398222	s46-s46_ch-ck_o0-o0
64	within	46	46	h	s	0	0	131.2723190392905	s46-s46_ch-cs_o0-o0
65	within	46	46	k	s	0	0	154.46822091644506	s46-s46_ck-cs_o0-o0
66	within	46	46	h	k	1	1	101.10842147855307	s46-s46_ch-ck_o1-o1
67	within	46	46	h	s	1	1	160.13971726755292	s46-s46_ch-cs_o1-o1
68	within	46	46	k	s	1	1	151.25307200612684	s46-s46_ck-cs_o1-o1
69	within	46	46	h	h	0	1	98.43154479146621	s46-s46_ch-ch_o0-o1
70	within	46	46	k	k	0	1	95.33141563127289	s46-s46_ck-ck_o0-o1
71	within	46	46	s	s	0	1	115.66739156343775	s46-s46_cs-cs_o0-o1
72	within	47	47	h	k	0	0	77.50437661919605	s47-s47_ch-ck_o0-o0
73	within	47	47	h	s	0	0	73.55664950360423	s47-s47_ch-cs_o0-o0
74	within	47	47	k	s	0	0	74.66358370656707	s47-s47_ck-cs_o0-o0
75	within	47	47	h	k	1	1	81.39204330651206	s47-s47_ch-ck_o1-o1
76	within	47	47	h	s	1	1	82.51685190204105	s47-s47_ch-cs_o1-o1
77	within	47	47	k	s	1	1	84.81742448292964	s47-s47_ck-cs_o1-o1
78	within	47	47	h	h	0	1	74.73324768543759	s47-s47_ch-ch_o0-o1
79	within	47	47	k	k	0	1	79.63072321381283	s47-s47_ck-ck_o0-o1
80	within	47	47	s	s	0	1	77.49692065187146	s47-s47_cs-cs_o0-o1
81	within	53	53	h	k	0	0	73.31556222837119	s53-s53_ch-ck_o0-o0
82	within	53	53	h	s	0	0	80.89384731372193	s53-s53_ch-cs_o0-o0
83	within	53	53	k	s	0	0	66.20995484934943	s53-s53_ck-cs_o0-o0
84	within	53	53	h	k	1	1	93.03031110135483	s53-s53_ch-ck_o1-o1
85	within	53	53	h	s	1	1	70.06731284402807	s53-s53_ch-cs_o1-o1
86	within	53	53	k	s	1	1	89.24601921163735	s53-s53_ck-cs_o1-o1
87	within	53	53	h	h	0	1	68.84948247387717	s53-s53_ch-ch_o0-o1
88	within	53	53	k	k	0	1	75.38086182773898	s53-s53_ck-ck_o0-o1
89	within	53	53	s	s	0	1	63.348738210953336	s53-s53_cs-cs_o0-o1
90	within	57	57	h	k	0	0	107.04407750217068	s57-s57_ch-ck_o0-o0
91	within	57	57	h	s	0	0	126.06517462133087	s57-s57_ch-cs_o0-o0
92	within	57	57	k	s	0	0	136.41307602908367	s57-s57_ck-cs_o0-o0
93	within	57	57	h	k	1	1	155.73961745472545	s57-s57_ch-ck_o1-o1
94	within	57	57	h	s	1	1	116.32132064980239	s57-s57_ch-cs_o1-o1
95	within	57	57	k	s	1	1	153.31359460505212	s57-s57_ck-cs_o1-o1
96	within	57	57	h	h	0	1	127.11164627520805	s57-s57_ch-ch_o0-o1
97	within	57	57	k	k	0	1	148.71363627064136	s57-s57_ck-ck_o0-o1
98	within	57	57	s	s	0	1	116.44997442880882	s57-s57_cs-cs_o0-o1
99	within	58	58	h	k	0	0	99.72759042171774	s58-s58_ch-ck_o0-o0
100	within	58	58	h	s	0	0	147.79756082229443	s58-s58_ch-cs_o0-o0
101	within	58	58	k	s	0	0	155.6621254114243	s58-s58_ck-cs_o0-o0
102	within	58	58	h	k	1	1	107.1788287958332	s58-s58_ch-ck_o1-o1
103	within	58	58	h	s	1	1	131.83965055253935	s58-s58_ch-cs_o1-o1
104	within	58	58	k	s	1	1	144.6834643136164	s58-s58_ck-cs_o1-o1
105	within	58	58	h	h	0	1	110.83357984801414	s58-s58_ch-ch_o0-o1
106	within	58	58	k	k	0	1	93.14398624146922	s58-s58_ck-ck_o0-o1
107	within	58	58	s	s	0	1	159.96152838927242	s58-s58_cs-cs_o0-o1
108	within	59	59	h	k	0	0	96.78764877069986	s59-s59_ch-ck_o0-o0
109	within	59	59	h	s	0	0	81.49572198194275	s59-s59_ch-cs_o0-o0
110	within	59	59	k	s	0	0	78.8765189385833	s59-s59_ck-cs_o0-o0
111	within	59	59	h	k	1	1	89.78588567167799	s59-s59_ch-ck_o1-o1
112	within	59	59	h	s	1	1	83.43081294880727	s59-s59_ch-cs_o1-o1
113	within	59	59	k	s	1	1	88.75348584185703	s59-s59_ck-cs_o1-o1
114	within	59	59	h	h	0	1	92.0006678112534	s59-s59_ch-ch_o0-o1
115	within	59	59	k	k	0	1	96.27641511262152	s59-s59_ck-ck_o0-o1
116	within	59	59	s	s	0	1	94.01925004675077	s59-s59_cs-cs_o0-o1
117	within	60	60	h	k	0	0	141.2258530232531	s60-s60_ch-ck_o0-o0
118	within	60	60	h	s	0	0	113.38535261035622	s60-s60_ch-cs_o0-o0
119	within	60	60	k	s	0	0	139.92580080694626	s60-s60_ck-cs_o0-o0
121	within	60	60	h	s	1	1	101.49711606135064	s60-s60_ch-cs_o1-o1
123	within	60	60	h	h	0	1	102.60342326149708	s60-s60_ch-ch_o0-o1
125	within	60	60	s	s	0	1	92.64841658262672	s60-s60_cs-cs_o0-o1
126	within	61	61	h	k	0	0	91.54615436415347	s61-s61_ch-ck_o0-o0
127	within	61	61	h	s	0	0	118.23348875668071	s61-s61_ch-cs_o0-o0
128	within	61	61	k	s	0	0	116.85187203211505	s61-s61_ck-cs_o0-o0
129	within	61	61	h	k	1	1	120.13923334109998	s61-s61_ch-ck_o1-o1
130	within	61	61	h	s	1	1	114.43315535535162	s61-s61_ch-cs_o1-o1
131	within	61	61	k	s	1	1	131.21438393986244	s61-s61_ck-cs_o1-o1
132	within	61	61	h	h	0	1	97.03199915820143	s61-s61_ch-ch_o0-o1
133	within	61	61	k	k	0	1	101.05035870660805	s61-s61_ck-ck_o0-o1
134	within	61	61	s	s	0	1	126.21583553100182	s61-s61_cs-cs_o0-o1
135	within	65	65	h	k	0	0	73.89397150405975	s65-s65_ch-ck_o0-o0
136	within	65	65	h	s	0	0	77.78651379913245	s65-s65_ch-cs_o0-o0
137	within	65	65	k	s	0	0	75.84523808327154	s65-s65_ck-cs_o0-o0
138	within	65	65	h	k	1	1	87.47433250973513	s65-s65_ch-ck_o1-o1
139	within	65	65	h	s	1	1	89.44782333085612	s65-s65_ch-cs_o1-o1
140	within	65	65	k	s	1	1	95.38871275942698	s65-s65_ck-cs_o1-o1
141	within	65	65	h	h	0	1	69.15895772935073	s65-s65_ch-ch_o0-o1
142	within	65	65	k	k	0	1	98.69705807513041	s65-s65_ck-ck_o0-o1
143	within	65	65	s	s	0	1	92.22431319157931	s65-s65_cs-cs_o0-o1
144	within	67	67	h	k	0	0	59.72053026188234	s67-s67_ch-ck_o0-o0
145	within	67	67	h	s	0	0	104.53786626000844	s67-s67_ch-cs_o0-o0
146	within	67	67	k	s	0	0	134.15922272654834	s67-s67_ck-cs_o0-o0
147	within	67	67	h	k	1	1	75.42003934326497	s67-s67_ch-ck_o1-o1
148	within	67	67	h	s	1	1	105.6210039304057	s67-s67_ch-cs_o1-o1
149	within	67	67	k	s	1	1	120.44141134968893	s67-s67_ck-cs_o1-o1
150	within	67	67	h	h	0	1	65.73009749891155	s67-s67_ch-ch_o0-o1
151	within	67	67	k	k	0	1	80.67643740819489	s67-s67_ck-ck_o0-o1
152	within	67	67	s	s	0	1	123.46164497584701	s67-s67_cs-cs_o0-o1
153	within	74	74	h	k	0	0	83.3111674744431	s74-s74_ch-ck_o0-o0
154	within	74	74	h	s	0	0	157.6800733695852	s74-s74_ch-cs_o0-o0
155	within	74	74	k	s	0	0	172.04869602520088	s74-s74_ck-cs_o0-o0
157	within	74	74	h	s	1	1	138.9421293586515	s74-s74_ch-cs_o1-o1
159	within	74	74	h	h	0	1	82.05013555957464	s74-s74_ch-ch_o0-o1
161	within	74	74	s	s	0	1	133.19768004203937	s74-s74_cs-cs_o0-o1
162	within	76	76	h	k	0	0	149.41980440962996	s76-s76_ch-ck_o0-o0
163	within	76	76	h	s	0	0	167.78565174842825	s76-s76_ch-cs_o0-o0
164	within	76	76	k	s	0	0	130.60710918865186	s76-s76_ck-cs_o0-o0
166	within	76	76	h	s	1	1	113.40172134620725	s76-s76_ch-cs_o1-o1
168	within	76	76	h	h	0	1	140.79315532248975	s76-s76_ch-ch_o0-o1
170	within	76	76	s	s	0	1	147.82083214008478	s76-s76_cs-cs_o0-o1
171	within	79	79	h	k	0	0	64.34613264771976	s79-s79_ch-ck_o0-o0
172	within	79	79	h	s	0	0	106.8065895907106	s79-s79_ch-cs_o0-o0
173	within	79	79	k	s	0	0	111.11107257984094	s79-s79_ck-cs_o0-o0
174	within	79	79	h	k	1	1	96.54463364430349	s79-s79_ch-ck_o1-o1
175	within	79	79	h	s	1	1	99.8133863457833	s79-s79_ch-cs_o1-o1
176	within	79	79	k	s	1	1	111.91737656070259	s79-s79_ck-cs_o1-o1
177	within	79	79	h	h	0	1	88.4319909085996	s79-s79_ch-ch_o0-o1
178	within	79	79	k	k	0	1	79.4506392753741	s79-s79_ck-ck_o0-o1
179	within	79	79	s	s	0	1	104.51024611277039	s79-s79_cs-cs_o0-o1
180	within	80	80	h	k	0	0	97.1963224572694	s80-s80_ch-ck_o0-o0
181	within	80	80	h	s	0	0	107.9049614289858	s80-s80_ch-cs_o0-o0
182	within	80	80	k	s	0	0	119.11730246197088	s80-s80_ck-cs_o0-o0
183	within	80	80	h	k	1	1	123.32834235223025	s80-s80_ch-ck_o1-o1
184	within	80	80	h	s	1	1	105.51674111307838	s80-s80_ch-cs_o1-o1
185	within	80	80	k	s	1	1	115.43793612743782	s80-s80_ck-cs_o1-o1
186	within	80	80	h	h	0	1	101.46523506148759	s80-s80_ch-ch_o0-o1
187	within	80	80	k	k	0	1	138.71857005134413	s80-s80_ck-ck_o0-o1
188	within	80	80	s	s	0	1	109.33945523426877	s80-s80_cs-cs_o0-o1
189	within	81	81	h	k	0	0	106.85108448290742	s81-s81_ch-ck_o0-o0
190	within	81	81	h	s	0	0	150.12992695534584	s81-s81_ch-cs_o0-o0
191	within	81	81	k	s	0	0	172.2754474730451	s81-s81_ck-cs_o0-o0
192	within	81	81	h	k	1	1	136.60597870202986	s81-s81_ch-ck_o1-o1
193	within	81	81	h	s	1	1	163.76162001453082	s81-s81_ch-cs_o1-o1
194	within	81	81	k	s	1	1	210.38231057716885	s81-s81_ck-cs_o1-o1
195	within	81	81	h	h	0	1	74.54423218781359	s81-s81_ch-ch_o0-o1
196	within	81	81	k	k	0	1	128.0452719981595	s81-s81_ck-ck_o0-o1
197	within	81	81	s	s	0	1	89.68463907496054	s81-s81_cs-cs_o0-o1
198	within	87	87	h	k	0	0	103.32943736814977	s87-s87_ch-ck_o0-o0
199	within	87	87	h	s	0	0	167.4562914367469	s87-s87_ch-cs_o0-o0
200	within	87	87	k	s	0	0	147.87255847503175	s87-s87_ck-cs_o0-o0
201	within	87	87	h	k	1	1	80.16740295148522	s87-s87_ch-ck_o1-o1
202	within	87	87	h	s	1	1	169.50849322146388	s87-s87_ch-cs_o1-o1
203	within	87	87	k	s	1	1	171.73536599857863	s87-s87_ck-cs_o1-o1
204	within	87	87	h	h	0	1	99.6694584720199	s87-s87_ch-ch_o0-o1
205	within	87	87	k	k	0	1	92.8321507694467	s87-s87_ck-ck_o0-o1
206	within	87	87	s	s	0	1	219.61121214469387	s87-s87_cs-cs_o0-o1
207	within	88	88	h	k	0	0	130.40774900777683	s88-s88_ch-ck_o0-o0
208	within	88	88	h	s	0	0	175.74230287817912	s88-s88_ch-cs_o0-o0
209	within	88	88	k	s	0	0	155.28472252413178	s88-s88_ck-cs_o0-o0
210	within	88	88	h	k	1	1	137.67436766653788	s88-s88_ch-ck_o1-o1
211	within	88	88	h	s	1	1	153.69706401268527	s88-s88_ch-cs_o1-o1
212	within	88	88	k	s	1	1	164.85711286841138	s88-s88_ck-cs_o1-o1
213	within	88	88	h	h	0	1	123.4234903013529	s88-s88_ch-ch_o0-o1
214	within	88	88	k	k	0	1	134.13245441316198	s88-s88_ck-ck_o0-o1
215	within	88	88	s	s	0	1	193.44015579855727	s88-s88_cs-cs_o0-o1
216	within	89	89	h	k	0	0	51.12572568228823	s89-s89_ch-ck_o0-o0
217	within	89	89	h	s	0	0	145.0294192892024	s89-s89_ch-cs_o0-o0
218	within	89	89	k	s	0	0	145.45249898513197	s89-s89_ck-cs_o0-o0
219	within	89	89	h	k	1	1	77.71375087197094	s89-s89_ch-ck_o1-o1
220	within	89	89	h	s	1	1	88.65929608456719	s89-s89_ch-cs_o1-o1
221	within	89	89	k	s	1	1	77.06420436221727	s89-s89_ck-cs_o1-o1
222	within	89	89	h	h	0	1	67.22151429847023	s89-s89_ch-ch_o0-o1
223	within	89	89	k	k	0	1	72.51653235325134	s89-s89_ck-ck_o0-o1
224	within	89	89	s	s	0	1	93.2291860883012	s89-s89_cs-cs_o0-o1
225	within	90	90	h	k	0	0	109.77717264002504	s90-s90_ch-ck_o0-o0
226	within	90	90	h	s	0	0	131.428010240197	s90-s90_ch-cs_o0-o0
227	within	90	90	k	s	0	0	147.19588429916368	s90-s90_ck-cs_o0-o0
228	within	90	90	h	k	1	1	138.02186439289315	s90-s90_ch-ck_o1-o1
229	within	90	90	h	s	1	1	145.86592662070544	s90-s90_ch-cs_o1-o1
230	within	90	90	k	s	1	1	173.73440901532095	s90-s90_ck-cs_o1-o1
231	within	90	90	h	h	0	1	119.4080575954049	s90-s90_ch-ch_o0-o1
232	within	90	90	k	k	0	1	125.69897920093933	s90-s90_ck-ck_o0-o1
233	within	90	90	s	s	0	1	133.2017525629364	s90-s90_cs-cs_o0-o1
234	within	91	91	h	k	0	0	78.92493163043714	s91-s91_ch-ck_o0-o0
235	within	91	91	h	s	0	0	174.46253138277456	s91-s91_ch-cs_o0-o0
236	within	91	91	k	s	0	0	178.2796750851309	s91-s91_ck-cs_o0-o0
237	within	91	91	h	k	1	1	109.30404283584805	s91-s91_ch-ck_o1-o1
238	within	91	91	h	s	1	1	170.10669557364656	s91-s91_ch-cs_o1-o1
239	within	91	91	k	s	1	1	182.2344894263144	s91-s91_ck-cs_o1-o1
240	within	91	91	h	h	0	1	77.60068330200407	s91-s91_ch-ch_o0-o1
241	within	91	91	k	k	0	1	107.52559408636992	s91-s91_ck-ck_o0-o1
242	within	91	91	s	s	0	1	213.55782874769278	s91-s91_cs-cs_o0-o1
243	within	92	92	h	k	0	0	119.42412987349026	s92-s92_ch-ck_o0-o0
244	within	92	92	h	s	0	0	224.6840597629888	s92-s92_ch-cs_o0-o0
245	within	92	92	k	s	0	0	220.28289796503583	s92-s92_ck-cs_o0-o0
248	within	92	92	k	s	1	1	105.70970843546151	s92-s92_ck-cs_o1-o1
250	within	92	92	k	k	0	1	104.12885040757624	s92-s92_ck-ck_o0-o1
251	within	92	92	s	s	0	1	203.71749676286413	s92-s92_cs-cs_o0-o1
252	within	94	94	h	k	0	0	82.52127157194352	s94-s94_ch-ck_o0-o0
253	within	94	94	h	s	0	0	279.642642533415	s94-s94_ch-cs_o0-o0
254	within	94	94	k	s	0	0	289.6402884280572	s94-s94_ck-cs_o0-o0
255	within	94	94	h	k	1	1	115.54478777003102	s94-s94_ch-ck_o1-o1
256	within	94	94	h	s	1	1	228.3257766316216	s94-s94_ch-cs_o1-o1
257	within	94	94	k	s	1	1	231.2420552277009	s94-s94_ck-cs_o1-o1
258	within	94	94	h	h	0	1	107.64064710271252	s94-s94_ch-ch_o0-o1
259	within	94	94	k	k	0	1	98.84143898284434	s94-s94_ck-ck_o0-o1
260	within	94	94	s	s	0	1	346.29303188062886	s94-s94_cs-cs_o0-o1
261	within	95	95	h	k	0	0	83.2824970439994	s95-s95_ch-ck_o0-o0
262	within	95	95	h	s	0	0	107.85550329721089	s95-s95_ch-cs_o0-o0
263	within	95	95	k	s	0	0	84.13706163733241	s95-s95_ck-cs_o0-o0
264	within	95	95	h	k	1	1	64.5149610674764	s95-s95_ch-ck_o1-o1
265	within	95	95	h	s	1	1	96.87036366721672	s95-s95_ch-cs_o1-o1
266	within	95	95	k	s	1	1	94.23511596282566	s95-s95_ck-cs_o1-o1
267	within	95	95	h	h	0	1	75.01697688340103	s95-s95_ch-ch_o0-o1
268	within	95	95	k	k	0	1	74.49724940511719	s95-s95_ck-ck_o0-o1
269	within	95	95	s	s	0	1	115.57223089985602	s95-s95_cs-cs_o0-o1
270	within	97	97	h	k	0	0	71.32214130933899	s97-s97_ch-ck_o0-o0
271	within	97	97	h	s	0	0	104.81104757581214	s97-s97_ch-cs_o0-o0
272	within	97	97	k	s	0	0	103.59778647209595	s97-s97_ck-cs_o0-o0
273	within	97	97	h	k	1	1	106.30090153916565	s97-s97_ch-ck_o1-o1
274	within	97	97	h	s	1	1	86.34244234200946	s97-s97_ch-cs_o1-o1
275	within	97	97	k	s	1	1	105.34294846980836	s97-s97_ck-cs_o1-o1
276	within	97	97	h	h	0	1	95.5120836212276	s97-s97_ch-ch_o0-o1
277	within	97	97	k	k	0	1	107.14702765648714	s97-s97_ck-ck_o0-o1
278	within	97	97	s	s	0	1	105.28360544553291	s97-s97_cs-cs_o0-o1
279	within	99	99	h	k	0	0	50.023880843776176	s99-s99_ch-ck_o0-o0
280	within	99	99	h	s	0	0	102.51875132345823	s99-s99_ch-cs_o0-o0
281	within	99	99	k	s	0	0	119.69565363299265	s99-s99_ck-cs_o0-o0
282	within	99	99	h	k	1	1	116.2963019032222	s99-s99_ch-ck_o1-o1
283	within	99	99	h	s	1	1	108.37951713174418	s99-s99_ch-cs_o1-o1
284	within	99	99	k	s	1	1	132.97287053829626	s99-s99_ck-cs_o1-o1
285	within	99	99	h	h	0	1	89.31228851180049	s99-s99_ch-ch_o0-o1
286	within	99	99	k	k	0	1	132.27906093110153	s99-s99_ck-ck_o0-o1
287	within	99	99	s	s	0	1	115.72797221966061	s99-s99_cs-cs_o0-o1
288	between	33	34	h	h	0	0	118.1215584154918	s33-s34_ch-ch_o0-o0
289	between	33	34	h	h	1	1	124.05546786937242	s33-s34_ch-ch_o1-o1
290	between	33	34	k	k	0	0	134.08432785951723	s33-s34_ck-ck_o0-o0
291	between	33	34	k	k	1	1	117.95778626617856	s33-s34_ck-ck_o1-o1
292	between	33	34	s	s	0	0	149.11360966382836	s33-s34_cs-cs_o0-o0
293	between	33	34	s	s	1	1	181.57874807804077	s33-s34_cs-cs_o1-o1
294	between	33	35	h	h	0	0	103.07019761354273	s33-s35_ch-ch_o0-o0
295	between	33	35	h	h	1	1	112.74083245424892	s33-s35_ch-ch_o1-o1
296	between	33	35	k	k	0	0	124.93548567729778	s33-s35_ck-ck_o0-o0
297	between	33	35	k	k	1	1	116.35812686324176	s33-s35_ck-ck_o1-o1
298	between	33	35	s	s	0	0	116.28648122991783	s33-s35_cs-cs_o0-o0
299	between	33	35	s	s	1	1	125.70650693393752	s33-s35_cs-cs_o1-o1
300	between	33	38	h	h	0	0	111.44986330953884	s33-s38_ch-ch_o0-o0
301	between	33	38	h	h	1	1	115.94035760573354	s33-s38_ch-ch_o1-o1
302	between	33	38	k	k	0	0	141.96461457844734	s33-s38_ck-ck_o0-o0
303	between	33	38	k	k	1	1	125.27417160598316	s33-s38_ck-ck_o1-o1
304	between	33	38	s	s	0	0	151.47187377840947	s33-s38_cs-cs_o0-o0
305	between	33	38	s	s	1	1	135.61027806055102	s33-s38_cs-cs_o1-o1
306	between	33	39	h	h	0	0	108.83574639089602	s33-s39_ch-ch_o0-o0
307	between	33	39	h	h	1	1	144.5330552390641	s33-s39_ch-ch_o1-o1
308	between	33	39	k	k	0	0	130.5023241030044	s33-s39_ck-ck_o0-o0
309	between	33	39	k	k	1	1	121.3962365914578	s33-s39_ck-ck_o1-o1
310	between	33	39	s	s	0	0	133.46953849682237	s33-s39_cs-cs_o0-o0
311	between	33	39	s	s	1	1	120.94819997814896	s33-s39_cs-cs_o1-o1
312	between	33	40	h	h	0	0	109.61341142523698	s33-s40_ch-ch_o0-o0
313	between	33	40	h	h	1	1	137.7477575183952	s33-s40_ch-ch_o1-o1
314	between	33	40	k	k	0	0	126.27542565148647	s33-s40_ck-ck_o0-o0
315	between	33	40	k	k	1	1	122.14675130893801	s33-s40_ck-ck_o1-o1
316	between	33	40	s	s	0	0	134.60962386213367	s33-s40_cs-cs_o0-o0
317	between	33	40	s	s	1	1	125.08469061038379	s33-s40_cs-cs_o1-o1
318	between	33	43	h	h	0	0	143.50596542070673	s33-s43_ch-ch_o0-o0
319	between	33	43	h	h	1	1	119.04730521235965	s33-s43_ch-ch_o1-o1
320	between	33	43	k	k	0	0	130.45317455743782	s33-s43_ck-ck_o0-o0
321	between	33	43	k	k	1	1	120.14163078429908	s33-s43_ck-ck_o1-o1
322	between	33	43	s	s	0	0	127.09357467483285	s33-s43_cs-cs_o0-o0
323	between	33	43	s	s	1	1	118.39647288773185	s33-s43_cs-cs_o1-o1
324	between	33	46	h	h	0	0	109.92808808773565	s33-s46_ch-ch_o0-o0
325	between	33	46	h	h	1	1	123.9524535022883	s33-s46_ch-ch_o1-o1
326	between	33	46	k	k	0	0	132.18115308085387	s33-s46_ck-ck_o0-o0
327	between	33	46	k	k	1	1	109.94833643430607	s33-s46_ck-ck_o1-o1
328	between	33	46	s	s	0	0	152.7833972654859	s33-s46_cs-cs_o0-o0
329	between	33	46	s	s	1	1	164.58055629005622	s33-s46_cs-cs_o1-o1
330	between	33	47	h	h	0	0	119.81789618902886	s33-s47_ch-ch_o0-o0
331	between	33	47	h	h	1	1	116.65693885778303	s33-s47_ch-ch_o1-o1
332	between	33	47	k	k	0	0	143.96311007127233	s33-s47_ck-ck_o0-o0
333	between	33	47	k	k	1	1	138.8243888009896	s33-s47_ck-ck_o1-o1
334	between	33	47	s	s	0	0	134.26009601122817	s33-s47_cs-cs_o0-o0
335	between	33	47	s	s	1	1	148.3188440644665	s33-s47_cs-cs_o1-o1
336	between	33	53	h	h	0	0	106.36461279294784	s33-s53_ch-ch_o0-o0
337	between	33	53	h	h	1	1	116.35052835850252	s33-s53_ch-ch_o1-o1
338	between	33	53	k	k	0	0	138.2618031362268	s33-s53_ck-ck_o0-o0
339	between	33	53	k	k	1	1	130.9144277673071	s33-s53_ck-ck_o1-o1
340	between	33	53	s	s	0	0	142.85646652050877	s33-s53_cs-cs_o0-o0
341	between	33	53	s	s	1	1	155.7551037828756	s33-s53_cs-cs_o1-o1
