index	dtw_type	subject_1	subject_2	condition_1	condition_2	obstacles_1	obstacles_2	dtw_distance	distance_matrix_key
794	between	35	91	k	k	0	0	129.82533755207987	s35-s91_ck-ck_o0-o0
795	between	35	91	k	k	1	1	128.76423390879796	s35-s91_ck-ck_o1-o1
796	between	35	91	s	s	0	0	201.92213518826568	s35-s91_cs-cs_o0-o0
797	between	35	91	s	s	1	1	217.56160938827801	s35-s91_cs-cs_o1-o1
798	between	35	92	h	h	0	0	104.82010170562887	s35-s92_ch-ch_o0-o0
800	between	35	92	k	k	0	0	116.93761865699302	s35-s92_ck-ck_o0-o0
801	between	35	92	k	k	1	1	112.25818733889635	s35-s92_ck-ck_o1-o1
802	between	35	92	s	s	0	0	220.98538270172529	s35-s92_cs-cs_o0-o0
803	between	35	92	s	s	1	1	115.6301909683564	s35-s92_cs-cs_o1-o1
804	between	35	94	h	h	0	0	123.48762334659358	s35-s94_ch-ch_o0-o0
805	between	35	94	h	h	1	1	131.69347109189653	s35-s94_ch-ch_o1-o1
806	between	35	94	k	k	0	0	136.26392195724029	s35-s94_ck-ck_o0-o0
807	between	35	94	k	k	1	1	130.9935676932502	s35-s94_ck-ck_o1-o1
808	between	35	94	s	s	0	0	265.2653447995451	s35-s94_cs-cs_o0-o0
809	between	35	94	s	s	1	1	218.94540166646232	s35-s94_cs-cs_o1-o1
810	between	35	95	h	h	0	0	109.41565546653817	s35-s95_ch-ch_o0-o0
811	between	35	95	h	h	1	1	129.945861768893	s35-s95_ch-ch_o1-o1
812	between	35	95	k	k	0	0	122.82721669665433	s35-s95_ck-ck_o0-o0
813	between	35	95	k	k	1	1	107.97737247929543	s35-s95_ck-ck_o1-o1
814	between	35	95	s	s	0	0	139.9037981731898	s35-s95_cs-cs_o0-o0
815	between	35	95	s	s	1	1	151.52473386861203	s35-s95_cs-cs_o1-o1
816	between	35	97	h	h	0	0	106.97423908203413	s35-s97_ch-ch_o0-o0
817	between	35	97	h	h	1	1	112.16008594063095	s35-s97_ch-ch_o1-o1
818	between	35	97	k	k	0	0	105.96066285719071	s35-s97_ck-ck_o0-o0
819	between	35	97	k	k	1	1	117.58498998666958	s35-s97_ck-ck_o1-o1
820	between	35	97	s	s	0	0	113.36266263463928	s35-s97_cs-cs_o0-o0
821	between	35	97	s	s	1	1	112.03472209240327	s35-s97_cs-cs_o1-o1
822	between	35	99	h	h	0	0	116.022604788137	s35-s99_ch-ch_o0-o0
823	between	35	99	h	h	1	1	120.52868265772173	s35-s99_ch-ch_o1-o1
824	between	35	99	k	k	0	0	116.33486442448746	s35-s99_ck-ck_o0-o0
825	between	35	99	k	k	1	1	153.1197305315944	s35-s99_ck-ck_o1-o1
826	between	35	99	s	s	0	0	132.17588275060294	s35-s99_cs-cs_o0-o0
827	between	35	99	s	s	1	1	140.48765704678996	s35-s99_cs-cs_o1-o1
828	between	38	39	h	h	0	0	88.14709316475171	s38-s39_ch-ch_o0-o0
829	between	38	39	h	h	1	1	134.46556517566097	s38-s39_ch-ch_o1-o1
830	between	38	39	k	k	0	0	107.25689033215362	s38-s39_ck-ck_o0-o0
831	between	38	39	k	k	1	1	113.2665837880437	s38-s39_ck-ck_o1-o1
832	between	38	39	s	s	0	0	147.93050153210015	s38-s39_cs-cs_o0-o0
833	between	38	39	s	s	1	1	124.54845779201534	s38-s39_cs-cs_o1-o1
834	between	38	40	h	h	0	0	98.75886171070137	s38-s40_ch-ch_o0-o0
835	between	38	40	h	h	1	1	136.22821193293336	s38-s40_ch-ch_o1-o1
836	between	38	40	k	k	0	0	92.38223937638034	s38-s40_ck-ck_o0-o0
837	between	38	40	k	k	1	1	127.10717234105928	s38-s40_ck-ck_o1-o1
838	between	38	40	s	s	0	0	137.23678585475437	s38-s40_cs-cs_o0-o0
839	between	38	40	s	s	1	1	138.52713181730158	s38-s40_cs-cs_o1-o1
840	between	38	43	h	h	0	0	138.42054371746858	s38-s43_ch-ch_o0-o0
841	between	38	43	h	h	1	1	105.31445114877334	s38-s43_ch-ch_o1-o1
842	between	38	43	k	k	0	0	134.65156745517373	s38-s43_ck-ck_o0-o0
843	between	38	43	k	k	1	1	137.7481433078467	s38-s43_ck-ck_o1-o1
844	between	38	43	s	s	0	0	129.19664980195225	s38-s43_cs-cs_o0-o0
845	between	38	43	s	s	1	1	112.38007223539542	s38-s43_cs-cs_o1-o1
846	between	38	46	h	h	0	0	120.26775831488035	s38-s46_ch-ch_o0-o0
847	between	38	46	h	h	1	1	125.39799467588375	s38-s46_ch-ch_o1-o1
848	between	38	46	k	k	0	0	142.75095706005004	s38-s46_ck-ck_o0-o0
849	between	38	46	k	k	1	1	143.09314583176953	s38-s46_ck-ck_o1-o1
850	between	38	46	s	s	0	0	171.4525489858033	s38-s46_cs-cs_o0-o0
851	between	38	46	s	s	1	1	163.53974427037073	s38-s46_cs-cs_o1-o1
852	between	38	47	h	h	0	0	116.65998189453074	s38-s47_ch-ch_o0-o0
853	between	38	47	h	h	1	1	119.57796696590314	s38-s47_ch-ch_o1-o1
854	between	38	47	k	k	0	0	112.14099802117526	s38-s47_ck-ck_o0-o0
855	between	38	47	k	k	1	1	127.83601255071623	s38-s47_ck-ck_o1-o1
856	between	38	47	s	s	0	0	145.07816434683104	s38-s47_cs-cs_o0-o0
857	between	38	47	s	s	1	1	139.0124673728699	s38-s47_cs-cs_o1-o1
858	between	38	53	h	h	0	0	92.17966077357232	s38-s53_ch-ch_o0-o0
859	between	38	53	h	h	1	1	102.89057235098595	s38-s53_ch-ch_o1-o1
860	between	38	53	k	k	0	0	111.57637116092197	s38-s53_ck-ck_o0-o0
861	between	38	53	k	k	1	1	130.08851011827124	s38-s53_ck-ck_o1-o1
862	between	38	53	s	s	0	0	169.20043196981214	s38-s53_cs-cs_o0-o0
863	between	38	53	s	s	1	1	119.74350166803268	s38-s53_cs-cs_o1-o1
864	between	38	57	h	h	0	0	118.25743798545159	s38-s57_ch-ch_o0-o0
865	between	38	57	h	h	1	1	136.30317243189708	s38-s57_ch-ch_o1-o1
866	between	38	57	k	k	0	0	124.4830967642705	s38-s57_ck-ck_o0-o0
867	between	38	57	k	k	1	1	179.15642045254017	s38-s57_ck-ck_o1-o1
868	between	38	57	s	s	0	0	168.7964202986541	s38-s57_cs-cs_o0-o0
869	between	38	57	s	s	1	1	145.42780734634718	s38-s57_cs-cs_o1-o1
870	between	38	58	h	h	0	0	114.57790127011673	s38-s58_ch-ch_o0-o0
871	between	38	58	h	h	1	1	100.94934113724655	s38-s58_ch-ch_o1-o1
872	between	38	58	k	k	0	0	105.87036590816881	s38-s58_ck-ck_o0-o0
873	between	38	58	k	k	1	1	135.92775070465348	s38-s58_ck-ck_o1-o1
874	between	38	58	s	s	0	0	170.6983715033922	s38-s58_cs-cs_o0-o0
875	between	38	58	s	s	1	1	157.0723704525566	s38-s58_cs-cs_o1-o1
876	between	38	59	h	h	0	0	97.36093011474408	s38-s59_ch-ch_o0-o0
877	between	38	59	h	h	1	1	91.11726950735729	s38-s59_ch-ch_o1-o1
878	between	38	59	k	k	0	0	85.69313718141662	s38-s59_ck-ck_o0-o0
879	between	38	59	k	k	1	1	106.90030450351632	s38-s59_ck-ck_o1-o1
880	between	38	59	s	s	0	0	117.62330686192176	s38-s59_cs-cs_o0-o0
881	between	38	59	s	s	1	1	115.77760271837323	s38-s59_cs-cs_o1-o1
882	between	38	60	h	h	0	0	95.90429913381097	s38-s60_ch-ch_o0-o0
883	between	38	60	h	h	1	1	118.16846783087483	s38-s60_ch-ch_o1-o1
884	between	38	60	k	k	0	0	131.52703618410945	s38-s60_ck-ck_o0-o0
886	between	38	60	s	s	0	0	150.05232596477492	s38-s60_cs-cs_o0-o0
887	between	38	60	s	s	1	1	121.3175043481361	s38-s60_cs-cs_o1-o1
888	between	38	61	h	h	0	0	110.84543236495797	s38-s61_ch-ch_o0-o0
889	between	38	61	h	h	1	1	109.3716710369176	s38-s61_ch-ch_o1-o1
890	between	38	61	k	k	0	0	116.86394174127165	s38-s61_ck-ck_o0-o0
891	between	38	61	k	k	1	1	145.23120336141565	s38-s61_ck-ck_o1-o1
892	between	38	61	s	s	0	0	153.64588083274876	s38-s61_cs-cs_o0-o0
893	between	38	61	s	s	1	1	148.1788342843667	s38-s61_cs-cs_o1-o1
894	between	38	65	h	h	0	0	92.43442467236375	s38-s65_ch-ch_o0-o0
895	between	38	65	h	h	1	1	102.80922818781208	s38-s65_ch-ch_o1-o1
896	between	38	65	k	k	0	0	104.22431520677382	s38-s65_ck-ck_o0-o0
897	between	38	65	k	k	1	1	114.48490269667296	s38-s65_ck-ck_o1-o1
898	between	38	65	s	s	0	0	163.63091291456158	s38-s65_cs-cs_o0-o0
899	between	38	65	s	s	1	1	122.1677899739956	s38-s65_cs-cs_o1-o1
900	between	38	67	h	h	0	0	112.74988653328184	s38-s67_ch-ch_o0-o0
901	between	38	67	h	h	1	1	120.18395199017081	s38-s67_ch-ch_o1-o1
902	between	38	67	k	k	0	0	107.89244143886535	s38-s67_ck-ck_o0-o0
903	between	38	67	k	k	1	1	116.77971597859799	s38-s67_ck-ck_o1-o1
904	between	38	67	s	s	0	0	155.66282793091506	s38-s67_cs-cs_o0-o0
905	between	38	67	s	s	1	1	131.55835707316277	s38-s67_cs-cs_o1-o1
906	between	38	74	h	h	0	0	114.27556200252639	s38-s74_ch-ch_o0-o0
907	between	38	74	h	h	1	1	126.42022315331108	s38-s74_ch-ch_o1-o1
908	between	38	74	k	k	0	0	132.13982592995535	s38-s74_ck-ck_o0-o0
910	between	38	74	s	s	0	0	181.81156827043696	s38-s74_cs-cs_o0-o0
911	between	38	74	s	s	1	1	147.28672390632914	s38-s74_cs-cs_o1-o1
912	between	38	76	h	h	0	0	148.17470263027872	s38-s76_ch-ch_o0-o0
913	between	38	76	h	h	1	1	98.02803477751401	s38-s76_ch-ch_o1-o1
914	between	38	76	k	k	0	0	116.06679268907676	s38-s76_ck-ck_o0-o0
916	between	38	76	s	s	0	0	144.35797907782438	s38-s76_cs-cs_o0-o0
917	between	38	76	s	s	1	1	140.47725625781857	s38-s76_cs-cs_o1-o1
918	between	38	79	h	h	0	0	107.93369094912852	s38-s79_ch-ch_o0-o0
919	between	38	79	h	h	1	1	110.49997818131698	s38-s79_ch-ch_o1-o1
920	between	38	79	k	k	0	0	111.97699211874891	s38-s79_ck-ck_o0-o0
921	between	38	79	k	k	1	1	133.15765709208273	s38-s79_ck-ck_o1-o1
922	between	38	79	s	s	0	0	145.6910740106368	s38-s79_cs-cs_o0-o0
923	between	38	79	s	s	1	1	116.07803787366093	s38-s79_cs-cs_o1-o1
924	between	38	80	h	h	0	0	121.05828698432812	s38-s80_ch-ch_o0-o0
925	between	38	80	h	h	1	1	126.36265095466544	s38-s80_ch-ch_o1-o1
926	between	38	80	k	k	0	0	141.34791637270038	s38-s80_ck-ck_o0-o0
927	between	38	80	k	k	1	1	169.3728132628957	s38-s80_ck-ck_o1-o1
928	between	38	80	s	s	0	0	143.09879238362944	s38-s80_cs-cs_o0-o0
929	between	38	80	s	s	1	1	135.72252419611434	s38-s80_cs-cs_o1-o1
930	between	38	81	h	h	0	0	115.44501981905418	s38-s81_ch-ch_o0-o0
931	between	38	81	h	h	1	1	126.99379059210604	s38-s81_ch-ch_o1-o1
932	between	38	81	k	k	0	0	136.08728026068943	s38-s81_ck-ck_o0-o0
933	between	38	81	k	k	1	1	164.7214999577203	s38-s81_ck-ck_o1-o1
934	between	38	81	s	s	0	0	215.43783447244496	s38-s81_cs-cs_o0-o0
935	between	38	81	s	s	1	1	169.39367107600586	s38-s81_cs-cs_o1-o1
936	between	38	87	h	h	0	0	136.16342732779793	s38-s87_ch-ch_o0-o0
937	between	38	87	h	h	1	1	122.07527855355904	s38-s87_ch-ch_o1-o1
938	between	38	87	k	k	0	0	126.37696596959489	s38-s87_ck-ck_o0-o0
939	between	38	87	k	k	1	1	113.7497038279797	s38-s87_ck-ck_o1-o1
940	between	38	87	s	s	0	0	216.81652470769103	s38-s87_cs-cs_o0-o0
941	between	38	87	s	s	1	1	215.5324294654269	s38-s87_cs-cs_o1-o1
942	between	38	88	h	h	0	0	123.72211738083035	s38-s88_ch-ch_o0-o0
943	between	38	88	h	h	1	1	111.21483708862277	s38-s88_ch-ch_o1-o1
944	between	38	88	k	k	0	0	131.45425363480936	s38-s88_ck-ck_o0-o0
945	between	38	88	k	k	1	1	133.39149035683045	s38-s88_ck-ck_o1-o1
946	between	38	88	s	s	0	0	186.69816969977003	s38-s88_cs-cs_o0-o0
947	between	38	88	s	s	1	1	168.63214010626768	s38-s88_cs-cs_o1-o1
948	between	38	89	h	h	0	0	99.2016352628879	s38-s89_ch-ch_o0-o0
949	between	38	89	h	h	1	1	117.34586537846735	s38-s89_ch-ch_o1-o1
950	between	38	89	k	k	0	0	84.94360178746693	s38-s89_ck-ck_o0-o0
951	between	38	89	k	k	1	1	97.87626639603805	s38-s89_ck-ck_o1-o1
952	between	38	89	s	s	0	0	154.33336200268693	s38-s89_cs-cs_o0-o0
953	between	38	89	s	s	1	1	118.14891454843581	s38-s89_cs-cs_o1-o1
954	between	38	90	h	h	0	0	119.56641463851568	s38-s90_ch-ch_o0-o0
955	between	38	90	h	h	1	1	114.14218064836916	s38-s90_ch-ch_o1-o1
956	between	38	90	k	k	0	0	139.2864434823654	s38-s90_ck-ck_o0-o0
957	between	38	90	k	k	1	1	168.6959103721366	s38-s90_ck-ck_o1-o1
958	between	38	90	s	s	0	0	163.47850879227798	s38-s90_cs-cs_o0-o0
959	between	38	90	s	s	1	1	177.10221964746015	s38-s90_cs-cs_o1-o1
960	between	38	91	h	h	0	0	103.64055267712924	s38-s91_ch-ch_o0-o0
961	between	38	91	h	h	1	1	103.89158527566066	s38-s91_ch-ch_o1-o1
962	between	38	91	k	k	0	0	90.71670637068728	s38-s91_ck-ck_o0-o0
963	between	38	91	k	k	1	1	117.17351822262201	s38-s91_ck-ck_o1-o1
964	between	38	91	s	s	0	0	206.48429690166793	s38-s91_cs-cs_o0-o0
965	between	38	91	s	s	1	1	192.61992582159775	s38-s91_cs-cs_o1-o1
966	between	38	92	h	h	0	0	121.39576420650958	s38-s92_ch-ch_o0-o0
968	between	38	92	k	k	0	0	127.72651946112985	s38-s92_ck-ck_o0-o0
969	between	38	92	k	k	1	1	125.96714466883473	s38-s92_ck-ck_o1-o1
970	between	38	92	s	s	0	0	238.73598528902787	s38-s92_cs-cs_o0-o0
971	between	38	92	s	s	1	1	139.36491931029147	s38-s92_cs-cs_o1-o1
972	between	38	94	h	h	0	0	113.47111535729574	s38-s94_ch-ch_o0-o0
973	between	38	94	h	h	1	1	134.56724049487246	s38-s94_ch-ch_o1-o1
974	between	38	94	k	k	0	0	116.202148876333	s38-s94_ck-ck_o0-o0
975	between	38	94	k	k	1	1	118.50615042338288	s38-s94_ck-ck_o1-o1
976	between	38	94	s	s	0	0	306.0638389632554	s38-s94_cs-cs_o0-o0
977	between	38	94	s	s	1	1	217.81730540423737	s38-s94_cs-cs_o1-o1
978	between	38	95	h	h	0	0	91.08183355641079	s38-s95_ch-ch_o0-o0
979	between	38	95	h	h	1	1	87.70559153385851	s38-s95_ch-ch_o1-o1
980	between	38	95	k	k	0	0	80.64624468582065	s38-s95_ck-ck_o0-o0
981	between	38	95	k	k	1	1	110.54067671321975	s38-s95_ck-ck_o1-o1
982	between	38	95	s	s	0	0	148.15920295200695	s38-s95_cs-cs_o0-o0
983	between	38	95	s	s	1	1	120.37641497421035	s38-s95_cs-cs_o1-o1
984	between	38	97	h	h	0	0	128.4042562869412	s38-s97_ch-ch_o0-o0
985	between	38	97	h	h	1	1	138.12467687066442	s38-s97_ch-ch_o1-o1
986	between	38	97	k	k	0	0	127.54924326236863	s38-s97_ck-ck_o0-o0
987	between	38	97	k	k	1	1	140.1482199472516	s38-s97_ck-ck_o1-o1
988	between	38	97	s	s	0	0	134.97082739167755	s38-s97_cs-cs_o0-o0
989	between	38	97	s	s	1	1	126.008828211345	s38-s97_cs-cs_o1-o1
990	between	38	99	h	h	0	0	101.8997398141922	s38-s99_ch-ch_o0-o0
991	between	38	99	h	h	1	1	109.49649640202075	s38-s99_ch-ch_o1-o1
992	between	38	99	k	k	0	0	103.20271756006014	s38-s99_ck-ck_o0-o0
993	between	38	99	k	k	1	1	159.52875158004838	s38-s99_ck-ck_o1-o1
994	between	38	99	s	s	0	0	153.48547518314103	s38-s99_cs-cs_o0-o0
995	between	38	99	s	s	1	1	123.24386104048529	s38-s99_cs-cs_o1-o1
996	between	39	40	h	h	0	0	71.16410895246945	s39-s40_ch-ch_o0-o0
997	between	39	40	h	h	1	1	157.7902154848142	s39-s40_ch-ch_o1-o1
998	between	39	40	k	k	0	0	99.36717959753064	s39-s40_ck-ck_o0-o0
999	between	39	40	k	k	1	1	125.88565899948755	s39-s40_ck-ck_o1-o1
1000	between	39	40	s	s	0	0	116.89201441934213	s39-s40_cs-cs_o0-o0
1001	between	39	40	s	s	1	1	133.9168512877673	s39-s40_cs-cs_o1-o1
1002	between	39	43	h	h	0	0	133.09104715270124	s39-s43_ch-ch_o0-o0
1003	between	39	43	h	h	1	1	143.59090131030544	s39-s43_ch-ch_o1-o1
1004	between	39	43	k	k	0	0	135.38096872214314	s39-s43_ck-ck_o0-o0
1005	between	39	43	k	k	1	1	129.92153634229044	s39-s43_ck-ck_o1-o1
1006	between	39	43	s	s	0	0	130.37682489593175	s39-s43_cs-cs_o0-o0
1007	between	39	43	s	s	1	1	109.83641999430806	s39-s43_cs-cs_o1-o1
1008	between	39	46	h	h	0	0	125.8584802634612	s39-s46_ch-ch_o0-o0
1009	between	39	46	h	h	1	1	167.4447197744472	s39-s46_ch-ch_o1-o1
1010	between	39	46	k	k	0	0	140.32342864003533	s39-s46_ck-ck_o0-o0
1011	between	39	46	k	k	1	1	149.38770614004136	s39-s46_ck-ck_o1-o1
1012	between	39	46	s	s	0	0	172.52505691689592	s39-s46_cs-cs_o0-o0
1013	between	39	46	s	s	1	1	173.03870436062198	s39-s46_cs-cs_o1-o1
1014	between	39	47	h	h	0	0	85.81644028745016	s39-s47_ch-ch_o0-o0
1015	between	39	47	h	h	1	1	165.75419328546684	s39-s47_ch-ch_o1-o1
1016	between	39	47	k	k	0	0	127.93803531640114	s39-s47_ck-ck_o0-o0
1017	between	39	47	k	k	1	1	138.22200861089397	s39-s47_ck-ck_o1-o1
1018	between	39	47	s	s	0	0	143.72316422944087	s39-s47_cs-cs_o0-o0
1019	between	39	47	s	s	1	1	141.99943968850107	s39-s47_cs-cs_o1-o1
1020	between	39	53	h	h	0	0	80.80596039016463	s39-s53_ch-ch_o0-o0
1021	between	39	53	h	h	1	1	158.93517961125087	s39-s53_ch-ch_o1-o1
1022	between	39	53	k	k	0	0	124.5253080954954	s39-s53_ck-ck_o0-o0
1023	between	39	53	k	k	1	1	134.45431136699156	s39-s53_ck-ck_o1-o1
1024	between	39	53	s	s	0	0	132.30532611942277	s39-s53_cs-cs_o0-o0
1025	between	39	53	s	s	1	1	137.08946474290622	s39-s53_cs-cs_o1-o1
1026	between	39	57	h	h	0	0	109.12825975879728	s39-s57_ch-ch_o0-o0
1027	between	39	57	h	h	1	1	171.65983326973017	s39-s57_ch-ch_o1-o1
1028	between	39	57	k	k	0	0	138.801833386534	s39-s57_ck-ck_o0-o0
1029	between	39	57	k	k	1	1	173.17735769660055	s39-s57_ck-ck_o1-o1
1030	between	39	57	s	s	0	0	171.81880443480202	s39-s57_cs-cs_o0-o0
1031	between	39	57	s	s	1	1	135.67471557501617	s39-s57_cs-cs_o1-o1
1032	between	39	58	h	h	0	0	100.14797089287508	s39-s58_ch-ch_o0-o0
1033	between	39	58	h	h	1	1	150.13041662057043	s39-s58_ch-ch_o1-o1
1034	between	39	58	k	k	0	0	112.8209358967866	s39-s58_ck-ck_o0-o0
1035	between	39	58	k	k	1	1	138.96665027946665	s39-s58_ck-ck_o1-o1
1036	between	39	58	s	s	0	0	180.6221689484655	s39-s58_cs-cs_o0-o0
1037	between	39	58	s	s	1	1	169.3877799506314	s39-s58_cs-cs_o1-o1
1038	between	39	59	h	h	0	0	80.04641286179248	s39-s59_ch-ch_o0-o0
1039	between	39	59	h	h	1	1	136.51727889120653	s39-s59_ch-ch_o1-o1
1040	between	39	59	k	k	0	0	98.40319700331676	s39-s59_ck-ck_o0-o0
1041	between	39	59	k	k	1	1	108.64309284648576	s39-s59_ck-ck_o1-o1
1042	between	39	59	s	s	0	0	111.07617007459417	s39-s59_cs-cs_o0-o0
1043	between	39	59	s	s	1	1	103.63289890296332	s39-s59_cs-cs_o1-o1
1044	between	39	60	h	h	0	0	91.87489716814801	s39-s60_ch-ch_o0-o0
1045	between	39	60	h	h	1	1	145.78731021897516	s39-s60_ch-ch_o1-o1
1046	between	39	60	k	k	0	0	141.0429814241162	s39-s60_ck-ck_o0-o0
1048	between	39	60	s	s	0	0	142.29980458209982	s39-s60_cs-cs_o0-o0
1049	between	39	60	s	s	1	1	113.61875362027499	s39-s60_cs-cs_o1-o1
1050	between	39	61	h	h	0	0	90.28905903234377	s39-s61_ch-ch_o0-o0
1051	between	39	61	h	h	1	1	159.2717448327082	s39-s61_ch-ch_o1-o1
1052	between	39	61	k	k	0	0	128.52781414309254	s39-s61_ck-ck_o0-o0
1053	between	39	61	k	k	1	1	146.6743192722628	s39-s61_ck-ck_o1-o1
1054	between	39	61	s	s	0	0	139.11818239992067	s39-s61_cs-cs_o0-o0
1055	between	39	61	s	s	1	1	146.60332767729417	s39-s61_cs-cs_o1-o1
1056	between	39	65	h	h	0	0	86.39433166385507	s39-s65_ch-ch_o0-o0
1057	between	39	65	h	h	1	1	146.23304726523878	s39-s65_ch-ch_o1-o1
1058	between	39	65	k	k	0	0	108.8288525215982	s39-s65_ck-ck_o0-o0
1059	between	39	65	k	k	1	1	108.78817659978505	s39-s65_ck-ck_o1-o1
1060	between	39	65	s	s	0	0	117.62668513239105	s39-s65_cs-cs_o0-o0
1061	between	39	65	s	s	1	1	122.5980023890723	s39-s65_cs-cs_o1-o1
1062	between	39	67	h	h	0	0	94.77633122940888	s39-s67_ch-ch_o0-o0
1063	between	39	67	h	h	1	1	160.57161176561766	s39-s67_ch-ch_o1-o1
1064	between	39	67	k	k	0	0	111.8541453399909	s39-s67_ck-ck_o0-o0
1065	between	39	67	k	k	1	1	120.85531251000816	s39-s67_ck-ck_o1-o1
1066	between	39	67	s	s	0	0	170.3362503781339	s39-s67_cs-cs_o0-o0
1067	between	39	67	s	s	1	1	133.50765711822083	s39-s67_cs-cs_o1-o1
1068	between	39	74	h	h	0	0	112.27267452062026	s39-s74_ch-ch_o0-o0
1069	between	39	74	h	h	1	1	166.19762025855857	s39-s74_ch-ch_o1-o1
1070	between	39	74	k	k	0	0	126.09973841962405	s39-s74_ck-ck_o0-o0
1072	between	39	74	s	s	0	0	168.10475818592062	s39-s74_cs-cs_o0-o0
1073	between	39	74	s	s	1	1	176.24415356007768	s39-s74_cs-cs_o1-o1
1074	between	39	76	h	h	0	0	140.94971641853203	s39-s76_ch-ch_o0-o0
1075	between	39	76	h	h	1	1	134.53093409514378	s39-s76_ch-ch_o1-o1
1076	between	39	76	k	k	0	0	109.34204323428932	s39-s76_ck-ck_o0-o0
1078	between	39	76	s	s	0	0	130.3954772742962	s39-s76_cs-cs_o0-o0
1079	between	39	76	s	s	1	1	133.1064462250609	s39-s76_cs-cs_o1-o1
1080	between	39	79	h	h	0	0	101.96986971167249	s39-s79_ch-ch_o0-o0
1081	between	39	79	h	h	1	1	148.957981769396	s39-s79_ch-ch_o1-o1
1082	between	39	79	k	k	0	0	123.89149977062584	s39-s79_ck-ck_o0-o0
1083	between	39	79	k	k	1	1	143.90485096696048	s39-s79_ck-ck_o1-o1
1084	between	39	79	s	s	0	0	145.12075865488765	s39-s79_cs-cs_o0-o0
1085	between	39	79	s	s	1	1	125.87452565569228	s39-s79_cs-cs_o1-o1
1086	between	39	80	h	h	0	0	135.76870924736448	s39-s80_ch-ch_o0-o0
1087	between	39	80	h	h	1	1	172.1415244239985	s39-s80_ch-ch_o1-o1
1088	between	39	80	k	k	0	0	150.6830573905538	s39-s80_ck-ck_o0-o0
1089	between	39	80	k	k	1	1	174.66616214613654	s39-s80_ck-ck_o1-o1
1090	between	39	80	s	s	0	0	147.2731374852456	s39-s80_cs-cs_o0-o0
1091	between	39	80	s	s	1	1	145.1671268873433	s39-s80_cs-cs_o1-o1
1092	between	39	81	h	h	0	0	110.68455792546074	s39-s81_ch-ch_o0-o0
1093	between	39	81	h	h	1	1	172.66470651002572	s39-s81_ch-ch_o1-o1
1094	between	39	81	k	k	0	0	138.2768295644137	s39-s81_ck-ck_o0-o0
1095	between	39	81	k	k	1	1	167.79728853716028	s39-s81_ck-ck_o1-o1
1096	between	39	81	s	s	0	0	148.85777383380986	s39-s81_cs-cs_o0-o0
1097	between	39	81	s	s	1	1	152.9581202943999	s39-s81_cs-cs_o1-o1
1098	between	39	87	h	h	0	0	104.27732847892545	s39-s87_ch-ch_o0-o0
1099	between	39	87	h	h	1	1	142.541402501076	s39-s87_ch-ch_o1-o1
1100	between	39	87	k	k	0	0	119.67616084517577	s39-s87_ck-ck_o0-o0
1101	between	39	87	k	k	1	1	117.10730589296716	s39-s87_ck-ck_o1-o1
1102	between	39	87	s	s	0	0	168.78598990054002	s39-s87_cs-cs_o0-o0
1103	between	39	87	s	s	1	1	201.73835608430264	s39-s87_cs-cs_o1-o1
1104	between	39	88	h	h	0	0	117.7775551346425	s39-s88_ch-ch_o0-o0
1105	between	39	88	h	h	1	1	163.43734345301598	s39-s88_ch-ch_o1-o1
1106	between	39	88	k	k	0	0	148.52638460730373	s39-s88_ck-ck_o0-o0
1107	between	39	88	k	k	1	1	133.1487449642178	s39-s88_ck-ck_o1-o1
1108	between	39	88	s	s	0	0	196.80601584984126	s39-s88_cs-cs_o0-o0
1109	between	39	88	s	s	1	1	177.044239192873	s39-s88_cs-cs_o1-o1
1110	between	39	89	h	h	0	0	75.83734983273695	s39-s89_ch-ch_o0-o0
1111	between	39	89	h	h	1	1	149.09999619055867	s39-s89_ch-ch_o1-o1
1112	between	39	89	k	k	0	0	95.45233170930878	s39-s89_ck-ck_o0-o0
1113	between	39	89	k	k	1	1	106.72185648988561	s39-s89_ck-ck_o1-o1
1114	between	39	89	s	s	0	0	144.5290297408363	s39-s89_cs-cs_o0-o0
1115	between	39	89	s	s	1	1	105.59162621337086	s39-s89_cs-cs_o1-o1
1116	between	39	90	h	h	0	0	106.7676555088781	s39-s90_ch-ch_o0-o0
1117	between	39	90	h	h	1	1	168.76009174838134	s39-s90_ch-ch_o1-o1
1118	between	39	90	k	k	0	0	141.81430299341818	s39-s90_ck-ck_o0-o0
1119	between	39	90	k	k	1	1	183.14704424476258	s39-s90_ck-ck_o1-o1
1120	between	39	90	s	s	0	0	163.18689984319172	s39-s90_cs-cs_o0-o0
1121	between	39	90	s	s	1	1	162.53902629704058	s39-s90_cs-cs_o1-o1
1122	between	39	91	h	h	0	0	92.07379662910404	s39-s91_ch-ch_o0-o0
1123	between	39	91	h	h	1	1	136.41185565740844	s39-s91_ch-ch_o1-o1
1124	between	39	91	k	k	0	0	102.11723987290249	s39-s91_ck-ck_o0-o0
1125	between	39	91	k	k	1	1	121.81569683806944	s39-s91_ck-ck_o1-o1
1126	between	39	91	s	s	0	0	196.74138072672181	s39-s91_cs-cs_o0-o0
1127	between	39	91	s	s	1	1	200.5559577167627	s39-s91_cs-cs_o1-o1
1128	between	39	92	h	h	0	0	111.75388766314869	s39-s92_ch-ch_o0-o0
1130	between	39	92	k	k	0	0	131.70331646996047	s39-s92_ck-ck_o0-o0
1131	between	39	92	k	k	1	1	129.8903060036245	s39-s92_ck-ck_o1-o1
