index	dtw_type	subject_1	subject_2	condition_1	condition_2	obstacles_1	obstacles_2	dtw_distance	distance_matrix_key
0	within	33	33	h	k	0	0	105.33472440277988	s33-s33_ch-ck_o0-o0
1	within	33	33	h	s	0	0	86.44492729892686	s33-s33_ch-cs_o0-o0
2	within	33	33	k	s	0	0	88.13320166025272	s33-s33_ck-cs_o0-o0
3	within	33	33	h	k	1	1	91.91604609420546	s33-s33_ch-ck_o1-o1
4	within	33	33	h	s	1	1	113.1065666102798	s33-s33_ch-cs_o1-o1
5	within	33	33	k	s	1	1	100.73436913952261	s33-s33_ck-cs_o1-o1
6	within	33	33	h	h	0	1	92.8997767696717	s33-s33_ch-ch_o0-o1
7	within	33	33	k	k	0	1	88.95220278105414	s33-s33_ck-ck_o0-o1
8	within	33	33	s	s	0	1	113.68128954217093	s33-s33_cs-cs_o0-o1
9	within	34	34	h	k	0	0	127.51831295890786	s34-s34_ch-ck_o0-o0
10	within	34	34	h	s	0	0	134.91793707531664	s34-s34_ch-cs_o0-o0
11	within	34	34	k	s	0	0	135.94995054746568	s34-s34_ck-cs_o0-o0
12	within	34	34	h	k	1	1	138.5693572344677	s34-s34_ch-ck_o1-o1
13	within	34	34	h	s	1	1	171.8982873538489	s34-s34_ch-cs_o1-o1
14	within	34	34	k	s	1	1	156.36972696535182	s34-s34_ck-cs_o1-o1
15	within	34	34	h	h	0	1	125.10509085074163	s34-s34_ch-ch_o0-o1
16	within	34	34	k	k	0	1	130.45804080239319	s34-s34_ck-ck_o0-o1
17	within	34	34	s	s	0	1	157.64896922397304	s34-s34_cs-cs_o0-o1
18	within	35	35	h	k	0	0	100.8946149418279	s35-s35_ch-ck_o0-o0
19	within	35	35	h	s	0	0	110.55155168249405	s35-s35_ch-cs_o0-o0
20	within	35	35	k	s	0	0	106.37843729158054	s35-s35_ck-cs_o0-o0
21	within	35	35	h	k	1	1	109.90113403819616	s35-s35_ch-ck_o1-o1
22	within	35	35	h	s	1	1	103.5343035789082	s35-s35_ch-cs_o1-o1
23	within	35	35	k	s	1	1	103.59180784855715	s35-s35_ck-cs_o1-o1
24	within	35	35	h	h	0	1	107.47443713358216	s35-s35_ch-ch_o0-o1
25	within	35	35	k	k	0	1	93.84026084568475	s35-s35_ck-ck_o0-o1
26	within	35	35	s	s	0	1	107.1576451530926	s35-s35_cs-cs_o0-o1
27	within	38	38	h	k	0	0	84.3857587389616	s38-s38_ch-ck_o0-o0
28	within	38	38	h	s	0	0	113.40778362544624	s38-s38_ch-cs_o0-o0
29	within	38	38	k	s	0	0	109.53273879941817	s38-s38_ck-cs_o0-o0
30	within	38	38	h	k	1	1	115.55378915177894	s38-s38_ch-ck_o1-o1
31	within	38	38	h	s	1	1	93.87234402953742	s38-s38_ch-cs_o1-o1
32	within	38	38	k	s	1	1	108.33624002098827	s38-s38_ck-cs_o1-o1
33	within	38	38	h	h	0	1	76.1932111626029	s38-s38_ch-ch_o0-o1
34	within	38	38	k	k	0	1	99.21930192355248	s38-s38_ck-ck_o0-o1
35	within	38	38	s	s	0	1	122.05891113699948	s38-s38_cs-cs_o0-o1
36	within	39	39	h	k	0	0	80.57884483269676	s39-s39_ch-ck_o0-o0
37	within	39	39	h	s	0	0	92.39710168518698	s39-s39_ch-cs_o0-o0
38	within	39	39	k	s	0	0	88.37909074175005	s39-s39_ck-cs_o0-o0
39	within	39	39	h	k	1	1	122.62530280221374	s39-s39_ch-ck_o1-o1
40	within	39	39	h	s	1	1	115.45837039145715	s39-s39_ch-cs_o1-o1
41	within	39	39	k	s	1	1	92.00945653188133	s39-s39_ck-cs_o1-o1
42	within	39	39	h	h	0	1	120.25735765816627	s39-s39_ch-ch_o0-o1
43	within	39	39	k	k	0	1	94.54104830675695	s39-s39_ck-ck_o0-o1
44	within	39	39	s	s	0	1	109.63564921418923	s39-s39_cs-cs_o0-o1
45	within	40	40	h	k	0	0	64.39981902119554	s40-s40_ch-ck_o0-o0
46	within	40	40	h	s	0	0	83.00487064297977	s40-s40_ch-cs_o0-o0
47	within	40	40	k	s	0	0	86.45630028409514	s40-s40_ck-cs_o0-o0
48	within	40	40	h	k	1	1	132.78141820708788	s40-s40_ch-ck_o1-o1
49	within	40	40	h	s	1	1	124.48565170953121	s40-s40_ch-cs_o1-o1
50	within	40	40	k	s	1	1	112.94759749787079	s40-s40_ck-cs_o1-o1
51	within	40	40	h	h	0	1	100.41085611957992	s40-s40_ch-ch_o0-o1
52	within	40	40	k	k	0	1	102.20929997785247	s40-s40_ck-ck_o0-o1
53	within	40	40	s	s	0	1	111.70963244461096	s40-s40_cs-cs_o0-o1
54	within	43	43	h	k	0	0	145.9233589240183	s43-s43_ch-ck_o0-o0
55	within	43	43	h	s	0	0	128.40110960664967	s43-s43_ch-cs_o0-o0
56	within	43	43	k	s	0	0	120.95334719328946	s43-s43_ck-cs_o0-o0
57	within	43	43	h	k	1	1	95.62040667088604	s43-s43_ch-ck_o1-o1
58	within	43	43	h	s	1	1	105.30828108869426	s43-s43_ch-cs_o1-o1
59	within	43	43	k	s	1	1	103.81458496014085	s43-s43_ck-cs_o1-o1
60	within	43	43	h	h	0	1	126.01775697016149	s43-s43_ch-ch_o0-o1
61	within	43	43	k	k	0	1	109.7926894201956	s43-s43_ck-ck_o0-o1
62	within	43	43	s	s	0	1	101.97129757383873	s43-s43_cs-cs_o0-o1
63	within	46	46	h	k	0	0	93.78041736054782	s46-s46_ch-ck_o0-o0
64	within	46	46	h	s	0	0	131.61607599313777	s46-s46_ch-cs_o0-o0
65	within	46	46	k	s	0	0	154.92509473297022	s46-s46_ck-cs_o0-o0
66	within	46	46	h	k	1	1	101.6084258489968	s46-s46_ch-ck_o1-o1
67	within	46	46	h	s	1	1	160.40922905101704	s46-s46_ch-cs_o1-o1
68	within	46	46	k	s	1	1	151.5435670465484	s46-s46_ck-cs_o1-o1
69	within	46	46	h	h	0	1	98.86372963902343	s46-s46_ch-ch_o0-o1
70	within	46	46	k	k	0	1	95.99135977416621	s46-s46_ck-ck_o0-o1
71	within	46	46	s	s	0	1	115.95775573586033	s46-s46_cs-cs_o0-o1
72	within	47	47	h	k	0	0	77.79884931153285	s47-s47_ch-ck_o0-o0
73	within	47	47	h	s	0	0	74.01460645390385	s47-s47_ch-cs_o0-o0
74	within	47	47	k	s	0	0	74.75900850932798	s47-s47_ck-cs_o0-o0
75	within	47	47	h	k	1	1	81.96707907499558	s47-s47_ch-ck_o1-o1
76	within	47	47	h	s	1	1	82.88463517248256	s47-s47_ch-cs_o1-o1
77	within	47	47	k	s	1	1	85.18251860299799	s47-s47_ck-cs_o1-o1
78	within	47	47	h	h	0	1	74.85614070749413	s47-s47_ch-ch_o0-o1
79	within	47	47	k	k	0	1	79.92895083128711	s47-s47_ck-ck_o0-o1
80	within	47	47	s	s	0	1	77.53283617001857	s47-s47_cs-cs_o0-o1
81	within	53	53	h	k	0	0	73.35055309243815	s53-s53_ch-ck_o0-o0
82	within	53	53	h	s	0	0	80.9435422618962	s53-s53_ch-cs_o0-o0
83	within	53	53	k	s	0	0	66.23532608809413	s53-s53_ck-cs_o0-o0
84	within	53	53	h	k	1	1	93.05510029295637	s53-s53_ch-ck_o1-o1
85	within	53	53	h	s	1	1	70.12159986652823	s53-s53_ch-cs_o1-o1
86	within	53	53	k	s	1	1	89.29233508414494	s53-s53_ck-cs_o1-o1
87	within	53	53	h	h	0	1	68.89139399997154	s53-s53_ch-ch_o0-o1
88	within	53	53	k	k	0	1	75.4402420326925	s53-s53_ck-ck_o0-o1
89	within	53	53	s	s	0	1	63.44048998805538	s53-s53_cs-cs_o0-o1
90	within	57	57	h	k	0	0	107.41390374228644	s57-s57_ch-ck_o0-o0
91	within	57	57	h	s	0	0	126.32478303435148	s57-s57_ch-cs_o0-o0
92	within	57	57	k	s	0	0	136.67712925218757	s57-s57_ck-cs_o0-o0
93	within	57	57	h	k	1	1	156.08175952844505	s57-s57_ch-ck_o1-o1
94	within	57	57	h	s	1	1	116.78195765957659	s57-s57_ch-cs_o1-o1
95	within	57	57	k	s	1	1	153.47261812113769	s57-s57_ck-cs_o1-o1
96	within	57	57	h	h	0	1	127.37063245338939	s57-s57_ch-ch_o0-o1
97	within	57	57	k	k	0	1	148.89147615586262	s57-s57_ck-ck_o0-o1
98	within	57	57	s	s	0	1	116.61814766376718	s57-s57_cs-cs_o0-o1
99	within	58	58	h	k	0	0	100.15309306375771	s58-s58_ch-ck_o0-o0
100	within	58	58	h	s	0	0	148.27922929101595	s58-s58_ch-cs_o0-o0
101	within	58	58	k	s	0	0	155.91649270247845	s58-s58_ck-cs_o0-o0
102	within	58	58	h	k	1	1	107.61032526055602	s58-s58_ch-ck_o1-o1
103	within	58	58	h	s	1	1	132.03331544674717	s58-s58_ch-cs_o1-o1
104	within	58	58	k	s	1	1	144.89319702951988	s58-s58_ck-cs_o1-o1
105	within	58	58	h	h	0	1	111.38574165258764	s58-s58_ch-ch_o0-o1
106	within	58	58	k	k	0	1	93.5148478690303	s58-s58_ck-ck_o0-o1
107	within	58	58	s	s	0	1	160.25267793018608	s58-s58_cs-cs_o0-o1
108	within	59	59	h	k	0	0	96.93703283908427	s59-s59_ch-ck_o0-o0
109	within	59	59	h	s	0	0	81.86459589222999	s59-s59_ch-cs_o0-o0
110	within	59	59	k	s	0	0	79.12836781873963	s59-s59_ck-cs_o0-o0
111	within	59	59	h	k	1	1	89.90910863038589	s59-s59_ch-ck_o1-o1
112	within	59	59	h	s	1	1	83.61894613508233	s59-s59_ch-cs_o1-o1
113	within	59	59	k	s	1	1	89.10447660512119	s59-s59_ck-cs_o1-o1
114	within	59	59	h	h	0	1	92.18701442268375	s59-s59_ch-ch_o0-o1
115	within	59	59	k	k	0	1	96.55809713163265	s59-s59_ck-ck_o0-o1
116	within	59	59	s	s	0	1	94.13573545815206	s59-s59_cs-cs_o0-o1
117	within	60	60	h	k	0	0	141.2953455467654	s60-s60_ch-ck_o0-o0
118	within	60	60	h	s	0	0	113.43785484329734	s60-s60_ch-cs_o0-o0
119	within	60	60	k	s	0	0	139.99071640335964	s60-s60_ck-cs_o0-o0
120	within	60	60	h	k	1	1	118.65040435436859	s60-s60_ch-ck_o1-o1
121	within	60	60	h	s	1	1	101.82564201602143	s60-s60_ch-cs_o1-o1
122	within	60	60	k	s	1	1	134.52525239141468	s60-s60_ck-cs_o1-o1
123	within	60	60	h	h	0	1	102.75830007168035	s60-s60_ch-ch_o0-o1
124	within	60	60	k	k	0	1	123.62542652446187	s60-s60_ck-ck_o0-o1
125	within	60	60	s	s	0	1	93.04094632002321	s60-s60_cs-cs_o0-o1
126	within	61	61	h	k	0	0	91.88968712848099	s61-s61_ch-ck_o0-o0
127	within	61	61	h	s	0	0	118.72316194884404	s61-s61_ch-cs_o0-o0
128	within	61	61	k	s	0	0	117.12315905885649	s61-s61_ck-cs_o0-o0
129	within	61	61	h	k	1	1	120.42077329585796	s61-s61_ch-ck_o1-o1
130	within	61	61	h	s	1	1	114.54369896120531	s61-s61_ch-cs_o1-o1
131	within	61	61	k	s	1	1	131.4083694161493	s61-s61_ck-cs_o1-o1
132	within	61	61	h	h	0	1	97.18410205325216	s61-s61_ch-ch_o0-o1
133	within	61	61	k	k	0	1	101.35293922534017	s61-s61_ck-ck_o0-o1
134	within	61	61	s	s	0	1	126.76767365922984	s61-s61_cs-cs_o0-o1
135	within	65	65	h	k	0	0	74.1071451173827	s65-s65_ch-ck_o0-o0
136	within	65	65	h	s	0	0	78.0085905814025	s65-s65_ch-cs_o0-o0
137	within	65	65	k	s	0	0	75.86017194083162	s65-s65_ck-cs_o0-o0
138	within	65	65	h	k	1	1	87.55573347288339	s65-s65_ch-ck_o1-o1
139	within	65	65	h	s	1	1	89.49050810959983	s65-s65_ch-cs_o1-o1
140	within	65	65	k	s	1	1	95.46180175272343	s65-s65_ck-cs_o1-o1
141	within	65	65	h	h	0	1	69.41677862768204	s65-s65_ch-ch_o0-o1
142	within	65	65	k	k	0	1	98.76216209164959	s65-s65_ck-ck_o0-o1
143	within	65	65	s	s	0	1	92.28533411557393	s65-s65_cs-cs_o0-o1
144	within	67	67	h	k	0	0	60.26111177087277	s67-s67_ch-ck_o0-o0
145	within	67	67	h	s	0	0	105.12769598125743	s67-s67_ch-cs_o0-o0
146	within	67	67	k	s	0	0	134.29627429633496	s67-s67_ck-cs_o0-o0
147	within	67	67	h	k	1	1	75.83771948704849	s67-s67_ch-ck_o1-o1
148	within	67	67	h	s	1	1	105.6344583073117	s67-s67_ch-cs_o1-o1
149	within	67	67	k	s	1	1	120.71702789941298	s67-s67_ck-cs_o1-o1
150	within	67	67	h	h	0	1	66.45405555151846	s67-s67_ch-ch_o0-o1
151	within	67	67	k	k	0	1	80.93238796503739	s67-s67_ck-ck_o0-o1
152	within	67	67	s	s	0	1	123.65340869742373	s67-s67_cs-cs_o0-o1
153	within	74	74	h	k	0	0	83.36257887068025	s74-s74_ch-ck_o0-o0
154	within	74	74	h	s	0	0	157.74291753629248	s74-s74_ch-cs_o0-o0
155	within	74	74	k	s	0	0	172.11521171368082	s74-s74_ck-cs_o0-o0
156	within	74	74	h	k	1	1	117.16780381754074	s74-s74_ch-ck_o1-o1
157	within	74	74	h	s	1	1	139.06061662466368	s74-s74_ch-cs_o1-o1
158	within	74	74	k	s	1	1	142.325044342558	s74-s74_ck-cs_o1-o1
159	within	74	74	h	h	0	1	82.0802388314428	s74-s74_ch-ch_o0-o1
160	within	74	74	k	k	0	1	106.23103567604797	s74-s74_ck-ck_o0-o1
161	within	74	74	s	s	0	1	133.35615180204837	s74-s74_cs-cs_o0-o1
162	within	76	76	h	k	0	0	149.5712149336831	s76-s76_ch-ck_o0-o0
163	within	76	76	h	s	0	0	168.13709970312587	s76-s76_ch-cs_o0-o0
164	within	76	76	k	s	0	0	130.7954851382418	s76-s76_ck-cs_o0-o0
165	within	76	76	h	k	1	1	85.19863309855069	s76-s76_ch-ck_o1-o1
166	within	76	76	h	s	1	1	113.78118082073374	s76-s76_ch-cs_o1-o1
167	within	76	76	k	s	1	1	125.17641095591843	s76-s76_ck-cs_o1-o1
168	within	76	76	h	h	0	1	141.1776714277571	s76-s76_ch-ch_o0-o1
169	within	76	76	k	k	0	1	105.30373567969482	s76-s76_ck-ck_o0-o1
170	within	76	76	s	s	0	1	148.15609848705842	s76-s76_cs-cs_o0-o1
171	within	79	79	h	k	0	0	64.57661579892553	s79-s79_ch-ck_o0-o0
172	within	79	79	h	s	0	0	107.23556883302106	s79-s79_ch-cs_o0-o0
173	within	79	79	k	s	0	0	111.4575434541051	s79-s79_ck-cs_o0-o0
174	within	79	79	h	k	1	1	96.74720925278585	s79-s79_ch-ck_o1-o1
175	within	79	79	h	s	1	1	100.2775229822414	s79-s79_ch-cs_o1-o1
176	within	79	79	k	s	1	1	112.29842175521107	s79-s79_ck-cs_o1-o1
177	within	79	79	h	h	0	1	88.68025226832906	s79-s79_ch-ch_o0-o1
178	within	79	79	k	k	0	1	79.48667136202093	s79-s79_ck-ck_o0-o1
179	within	79	79	s	s	0	1	104.66691476367117	s79-s79_cs-cs_o0-o1
180	within	80	80	h	k	0	0	97.40156423027985	s80-s80_ch-ck_o0-o0
181	within	80	80	h	s	0	0	108.2973306868288	s80-s80_ch-cs_o0-o0
182	within	80	80	k	s	0	0	119.69122039211179	s80-s80_ck-cs_o0-o0
183	within	80	80	h	k	1	1	124.17553516379294	s80-s80_ch-ck_o1-o1
184	within	80	80	h	s	1	1	106.0198454439491	s80-s80_ch-cs_o1-o1
185	within	80	80	k	s	1	1	115.61339288418033	s80-s80_ck-cs_o1-o1
186	within	80	80	h	h	0	1	101.7621878581775	s80-s80_ch-ch_o0-o1
187	within	80	80	k	k	0	1	139.4799444697798	s80-s80_ck-ck_o0-o1
188	within	80	80	s	s	0	1	109.408784093088	s80-s80_cs-cs_o0-o1
189	within	81	81	h	k	0	0	107.3511265924567	s81-s81_ch-ck_o0-o0
190	within	81	81	h	s	0	0	150.25538679972288	s81-s81_ch-cs_o0-o0
191	within	81	81	k	s	0	0	172.61986581111708	s81-s81_ck-cs_o0-o0
192	within	81	81	h	k	1	1	136.70274573804164	s81-s81_ch-ck_o1-o1
193	within	81	81	h	s	1	1	163.9924831031212	s81-s81_ch-cs_o1-o1
194	within	81	81	k	s	1	1	210.69228651197417	s81-s81_ck-cs_o1-o1
195	within	81	81	h	h	0	1	74.5903726249696	s81-s81_ch-ch_o0-o1
196	within	81	81	k	k	0	1	128.6409064341653	s81-s81_ck-ck_o0-o1
197	within	81	81	s	s	0	1	90.0064584308407	s81-s81_cs-cs_o0-o1
198	within	87	87	h	k	0	0	103.52290767779117	s87-s87_ch-ck_o0-o0
199	within	87	87	h	s	0	0	167.5011415968188	s87-s87_ch-cs_o0-o0
200	within	87	87	k	s	0	0	148.07338106570066	s87-s87_ck-cs_o0-o0
201	within	87	87	h	k	1	1	80.45238641764723	s87-s87_ch-ck_o1-o1
202	within	87	87	h	s	1	1	169.82151762766273	s87-s87_ch-cs_o1-o1
203	within	87	87	k	s	1	1	171.90822138191646	s87-s87_ck-cs_o1-o1
204	within	87	87	h	h	0	1	99.88720656317031	s87-s87_ch-ch_o0-o1
205	within	87	87	k	k	0	1	93.0672914103704	s87-s87_ck-ck_o0-o1
206	within	87	87	s	s	0	1	219.73045418144122	s87-s87_cs-cs_o0-o1
207	within	88	88	h	k	0	0	130.4432697875683	s88-s88_ch-ck_o0-o0
208	within	88	88	h	s	0	0	176.09850685028272	s88-s88_ch-cs_o0-o0
209	within	88	88	k	s	0	0	155.62016908806092	s88-s88_ck-cs_o0-o0
210	within	88	88	h	k	1	1	137.96939780090088	s88-s88_ch-ck_o1-o1
211	within	88	88	h	s	1	1	153.6907160761763	s88-s88_ch-cs_o1-o1
212	within	88	88	k	s	1	1	165.02170198446592	s88-s88_ck-cs_o1-o1
213	within	88	88	h	h	0	1	123.5977353666348	s88-s88_ch-ch_o0-o1
214	within	88	88	k	k	0	1	134.3305070843775	s88-s88_ck-ck_o0-o1
215	within	88	88	s	s	0	1	193.6834563034394	s88-s88_cs-cs_o0-o1
216	within	89	89	h	k	0	0	51.628176835123064	s89-s89_ch-ck_o0-o0
217	within	89	89	h	s	0	0	145.32594000481097	s89-s89_ch-cs_o0-o0
218	within	89	89	k	s	0	0	145.54270394873507	s89-s89_ck-cs_o0-o0
219	within	89	89	h	k	1	1	77.85938123409096	s89-s89_ch-ck_o1-o1
220	within	89	89	h	s	1	1	89.01095336059538	s89-s89_ch-cs_o1-o1
221	within	89	89	k	s	1	1	77.58856799541647	s89-s89_ck-cs_o1-o1
222	within	89	89	h	h	0	1	67.50459319856341	s89-s89_ch-ch_o0-o1
223	within	89	89	k	k	0	1	72.70084056206191	s89-s89_ck-ck_o0-o1
224	within	89	89	s	s	0	1	93.47309720229929	s89-s89_cs-cs_o0-o1
225	within	90	90	h	k	0	0	109.97198440038035	s90-s90_ch-ck_o0-o0
226	within	90	90	h	s	0	0	131.68906057498495	s90-s90_ch-cs_o0-o0
227	within	90	90	k	s	0	0	147.40255325247156	s90-s90_ck-cs_o0-o0
228	within	90	90	h	k	1	1	138.257492844575	s90-s90_ch-ck_o1-o1
229	within	90	90	h	s	1	1	147.50950682787735	s90-s90_ch-cs_o1-o1
230	within	90	90	k	s	1	1	174.4680966163358	s90-s90_ck-cs_o1-o1
231	within	90	90	h	h	0	1	119.74227535604714	s90-s90_ch-ch_o0-o1
232	within	90	90	k	k	0	1	125.88981473415625	s90-s90_ck-ck_o0-o1
233	within	90	90	s	s	0	1	134.52908148229295	s90-s90_cs-cs_o0-o1
234	within	91	91	h	k	0	0	79.27667175967012	s91-s91_ch-ck_o0-o0
235	within	91	91	h	s	0	0	175.11833926670204	s91-s91_ch-cs_o0-o0
236	within	91	91	k	s	0	0	178.9724093716589	s91-s91_ck-cs_o0-o0
237	within	91	91	h	k	1	1	109.5227738631197	s91-s91_ch-ck_o1-o1
238	within	91	91	h	s	1	1	170.34713858665398	s91-s91_ch-cs_o1-o1
239	within	91	91	k	s	1	1	182.3685543872407	s91-s91_ck-cs_o1-o1
240	within	91	91	h	h	0	1	77.81828196585866	s91-s91_ch-ch_o0-o1
241	within	91	91	k	k	0	1	107.78144386286013	s91-s91_ck-ck_o0-o1
242	within	91	91	s	s	0	1	214.4401840553371	s91-s91_cs-cs_o0-o1
243	within	92	92	h	k	0	0	119.45308157939463	s92-s92_ch-ck_o0-o0
244	within	92	92	h	s	0	0	225.0026179403474	s92-s92_ch-cs_o0-o0
245	within	92	92	k	s	0	0	220.73169965376493	s92-s92_ck-cs_o0-o0
246	within	92	92	h	k	1	1	98.36124589348326	s92-s92_ch-ck_o1-o1
247	within	92	92	h	s	1	1	99.50299539905993	s92-s92_ch-cs_o1-o1
248	within	92	92	k	s	1	1	106.03640394383321	s92-s92_ck-cs_o1-o1
249	within	92	92	h	h	0	1	93.1169465409528	s92-s92_ch-ch_o0-o1
250	within	92	92	k	k	0	1	104.18498706316736	s92-s92_ck-ck_o0-o1
251	within	92	92	s	s	0	1	204.02832266869532	s92-s92_cs-cs_o0-o1
252	within	94	94	h	k	0	0	82.77996224982466	s94-s94_ch-ck_o0-o0
253	within	94	94	h	s	0	0	279.7212482003626	s94-s94_ch-cs_o0-o0
254	within	94	94	k	s	0	0	289.7830427948419	s94-s94_ck-cs_o0-o0
255	within	94	94	h	k	1	1	115.71979332277901	s94-s94_ch-ck_o1-o1
256	within	94	94	h	s	1	1	228.4708325377858	s94-s94_ch-cs_o1-o1
257	within	94	94	k	s	1	1	231.27446126805825	s94-s94_ck-cs_o1-o1
258	within	94	94	h	h	0	1	107.79938229141166	s94-s94_ch-ch_o0-o1
259	within	94	94	k	k	0	1	99.12623581614005	s94-s94_ck-ck_o0-o1
260	within	94	94	s	s	0	1	346.4211923928743	s94-s94_cs-cs_o0-o1
261	within	95	95	h	k	0	0	83.44793417656568	s95-s95_ch-ck_o0-o0
262	within	95	95	h	s	0	0	107.88327486408743	s95-s95_ch-cs_o0-o0
263	within	95	95	k	s	0	0	84.26731210396737	s95-s95_ck-cs_o0-o0
264	within	95	95	h	k	1	1	64.9710033518949	s95-s95_ch-ck_o1-o1
265	within	95	95	h	s	1	1	96.89527480575507	s95-s95_ch-cs_o1-o1
266	within	95	95	k	s	1	1	94.55673780464627	s95-s95_ck-cs_o1-o1
267	within	95	95	h	h	0	1	75.06619397210841	s95-s95_ch-ch_o0-o1
268	within	95	95	k	k	0	1	74.71899854457331	s95-s95_ck-ck_o0-o1
269	within	95	95	s	s	0	1	115.62032055603616	s95-s95_cs-cs_o0-o1
270	within	97	97	h	k	0	0	72.02894346792954	s97-s97_ch-ck_o0-o0
271	within	97	97	h	s	0	0	105.01721015436082	s97-s97_ch-cs_o0-o0
272	within	97	97	k	s	0	0	104.19358069786456	s97-s97_ck-cs_o0-o0
273	within	97	97	h	k	1	1	106.58333603469008	s97-s97_ch-ck_o1-o1
274	within	97	97	h	s	1	1	86.64699300349088	s97-s97_ch-cs_o1-o1
275	within	97	97	k	s	1	1	105.7011237544068	s97-s97_ck-cs_o1-o1
276	within	97	97	h	h	0	1	95.84085217817314	s97-s97_ch-ch_o0-o1
277	within	97	97	k	k	0	1	107.53639691434982	s97-s97_ck-ck_o0-o1
278	within	97	97	s	s	0	1	104.57427781342446	s97-s97_cs-cs_o0-o1
279	within	99	99	h	k	0	0	50.46762764167049	s99-s99_ch-ck_o0-o0
280	within	99	99	h	s	0	0	102.76404504875867	s99-s99_ch-cs_o0-o0
281	within	99	99	k	s	0	0	119.89488992045075	s99-s99_ck-cs_o0-o0
282	within	99	99	h	k	1	1	116.47025858393314	s99-s99_ch-ck_o1-o1
283	within	99	99	h	s	1	1	108.77339114025935	s99-s99_ch-cs_o1-o1
284	within	99	99	k	s	1	1	133.31335287339036	s99-s99_ck-cs_o1-o1
285	within	99	99	h	h	0	1	89.62105700004024	s99-s99_ch-ch_o0-o1
286	within	99	99	k	k	0	1	132.47196952642327	s99-s99_ck-ck_o0-o1
287	within	99	99	s	s	0	1	115.99684786719341	s99-s99_cs-cs_o0-o1
288	between	33	34	h	h	0	0	118.2828813210747	s33-s34_ch-ch_o0-o0
289	between	33	34	h	h	1	1	124.26270957766562	s33-s34_ch-ch_o1-o1
290	between	33	34	k	k	0	0	134.72510031702265	s33-s34_ck-ck_o0-o0
291	between	33	34	k	k	1	1	118.68711865920976	s33-s34_ck-ck_o1-o1
292	between	33	34	s	s	0	0	149.4159284060769	s33-s34_cs-cs_o0-o0
293	between	33	34	s	s	1	1	181.629386272172	s33-s34_cs-cs_o1-o1
294	between	33	35	h	h	0	0	103.33696254426913	s33-s35_ch-ch_o0-o0
295	between	33	35	h	h	1	1	112.91858384954345	s33-s35_ch-ch_o1-o1
296	between	33	35	k	k	0	0	125.40436106526005	s33-s35_ck-ck_o0-o0
297	between	33	35	k	k	1	1	116.97988486618854	s33-s35_ck-ck_o1-o1
298	between	33	35	s	s	0	0	116.33407482838442	s33-s35_cs-cs_o0-o0
299	between	33	35	s	s	1	1	125.88456507256485	s33-s35_cs-cs_o1-o1
300	between	33	38	h	h	0	0	111.7998301974604	s33-s38_ch-ch_o0-o0
301	between	33	38	h	h	1	1	116.12230371987441	s33-s38_ch-ch_o1-o1
302	between	33	38	k	k	0	0	142.2747821586265	s33-s38_ck-ck_o0-o0
303	between	33	38	k	k	1	1	125.52864077315486	s33-s38_ck-ck_o1-o1
304	between	33	38	s	s	0	0	151.6593412054064	s33-s38_cs-cs_o0-o0
305	between	33	38	s	s	1	1	135.709943974023	s33-s38_cs-cs_o1-o1
306	between	33	39	h	h	0	0	109.18380941654685	s33-s39_ch-ch_o0-o0
307	between	33	39	h	h	1	1	144.76253456485256	s33-s39_ch-ch_o1-o1
308	between	33	39	k	k	0	0	130.81418200113023	s33-s39_ck-ck_o0-o0
309	between	33	39	k	k	1	1	121.73126983250762	s33-s39_ck-ck_o1-o1
310	between	33	39	s	s	0	0	133.64571154341533	s33-s39_cs-cs_o0-o0
311	between	33	39	s	s	1	1	121.10999871014465	s33-s39_cs-cs_o1-o1
312	between	33	40	h	h	0	0	109.80183110953608	s33-s40_ch-ch_o0-o0
313	between	33	40	h	h	1	1	137.9360400948056	s33-s40_ch-ch_o1-o1
314	between	33	40	k	k	0	0	126.52843323477386	s33-s40_ck-ck_o0-o0
315	between	33	40	k	k	1	1	122.31685527171734	s33-s40_ck-ck_o1-o1
316	between	33	40	s	s	0	0	134.9277026783718	s33-s40_cs-cs_o0-o0
317	between	33	40	s	s	1	1	125.3807332126875	s33-s40_cs-cs_o1-o1
318	between	33	43	h	h	0	0	144.13090462658164	s33-s43_ch-ch_o0-o0
319	between	33	43	h	h	1	1	119.33623605835737	s33-s43_ch-ch_o1-o1
320	between	33	43	k	k	0	0	130.73598127494256	s33-s43_ck-ck_o0-o0
321	between	33	43	k	k	1	1	120.51675965942637	s33-s43_ck-ck_o1-o1
322	between	33	43	s	s	0	0	127.32652796917202	s33-s43_cs-cs_o0-o0
323	between	33	43	s	s	1	1	118.46099375304738	s33-s43_cs-cs_o1-o1
324	between	33	46	h	h	0	0	110.44443095383981	s33-s46_ch-ch_o0-o0
325	between	33	46	h	h	1	1	124.12575234800822	s33-s46_ch-ch_o1-o1
326	between	33	46	k	k	0	0	132.58745561838964	s33-s46_ck-ck_o0-o0
327	between	33	46	k	k	1	1	110.21382330228387	s33-s46_ck-ck_o1-o1
328	between	33	46	s	s	0	0	152.94156593697687	s33-s46_cs-cs_o0-o0
329	between	33	46	s	s	1	1	164.69968929314837	s33-s46_cs-cs_o1-o1
330	between	33	47	h	h	0	0	119.86332787442352	s33-s47_ch-ch_o0-o0
331	between	33	47	h	h	1	1	116.88371437305628	s33-s47_ch-ch_o1-o1
