index	dtw_type	subject_1	subject_2	condition_1	condition_2	obstacles_1	obstacles_2	dtw_distance	distance_matrix_key
42	within	39	39	h	h	0	1	118.7385584802903	s39-s39_ch-ch_o0-o1
43	within	39	39	k	k	0	1	93.47400475430041	s39-s39_ck-ck_o0-o1
44	within	39	39	s	s	0	1	108.27801189064009	s39-s39_cs-cs_o0-o1
45	within	40	40	h	k	0	0	63.752671471488476	s40-s40_ch-ck_o0-o0
46	within	40	40	h	s	0	0	81.67325956479146	s40-s40_ch-cs_o0-o0
47	within	40	40	k	s	0	0	85.5981019550627	s40-s40_ck-cs_o0-o0
48	within	40	40	h	k	1	1	131.6863644444971	s40-s40_ch-ck_o1-o1
49	within	40	40	h	s	1	1	123.05743176326531	s40-s40_ch-cs_o1-o1
50	within	40	40	k	s	1	1	111.34815188093776	s40-s40_ck-cs_o1-o1
51	within	40	40	h	h	0	1	99.15127547214932	s40-s40_ch-ch_o0-o1
52	within	40	40	k	k	0	1	101.09740752055896	s40-s40_ck-ck_o0-o1
53	within	40	40	s	s	0	1	109.02785288305515	s40-s40_cs-cs_o0-o1
54	within	43	43	h	k	0	0	144.03394436110153	s43-s43_ch-ck_o0-o0
55	within	43	43	h	s	0	0	127.35474980785052	s43-s43_ch-cs_o0-o0
56	within	43	43	k	s	0	0	118.73207002273718	s43-s43_ck-cs_o0-o0
57	within	43	43	h	k	1	1	94.03624417144786	s43-s43_ch-ck_o1-o1
58	within	43	43	h	s	1	1	103.58751439209769	s43-s43_ch-cs_o1-o1
59	within	43	43	k	s	1	1	102.3514556494128	s43-s43_ck-cs_o1-o1
60	within	43	43	h	h	0	1	124.24423676790622	s43-s43_ch-ch_o0-o1
61	within	43	43	k	k	0	1	108.64081692205025	s43-s43_ck-ck_o0-o1
62	within	43	43	s	s	0	1	100.35571807317122	s43-s43_cs-cs_o0-o1
63	within	46	46	h	k	0	0	93.07080466853742	s46-s46_ch-ck_o0-o0
64	within	46	46	h	s	0	0	129.67408906899055	s46-s46_ch-cs_o0-o0
65	within	46	46	k	s	0	0	153.79499873660848	s46-s46_ck-cs_o0-o0
66	within	46	46	h	k	1	1	98.57703886645741	s46-s46_ch-ck_o1-o1
67	within	46	46	h	s	1	1	159.0037316749479	s46-s46_ch-cs_o1-o1
68	within	46	46	k	s	1	1	151.1607376481382	s46-s46_ck-cs_o1-o1
69	within	46	46	h	h	0	1	97.53422134442617	s46-s46_ch-ch_o0-o1
70	within	46	46	k	k	0	1	94.9107709166276	s46-s46_ck-ck_o0-o1
71	within	46	46	s	s	0	1	115.20177156375902	s46-s46_cs-cs_o0-o1
72	within	47	47	h	k	0	0	76.87806894125225	s47-s47_ch-ck_o0-o0
73	within	47	47	h	s	0	0	72.45659213642708	s47-s47_ch-cs_o0-o0
74	within	47	47	k	s	0	0	73.68194892225519	s47-s47_ck-cs_o0-o0
75	within	47	47	h	k	1	1	80.3054932744196	s47-s47_ch-ck_o1-o1
76	within	47	47	h	s	1	1	80.09483456756348	s47-s47_ch-cs_o1-o1
77	within	47	47	k	s	1	1	82.31096850632045	s47-s47_ck-cs_o1-o1
78	within	47	47	h	h	0	1	73.36603511383768	s47-s47_ch-ch_o0-o1
79	within	47	47	k	k	0	1	78.69174771648662	s47-s47_ck-ck_o0-o1
80	within	47	47	s	s	0	1	75.49249139537532	s47-s47_cs-cs_o0-o1
81	within	53	53	h	k	0	0	72.32378750949542	s53-s53_ch-ck_o0-o0
82	within	53	53	h	s	0	0	79.79373050815822	s53-s53_ch-cs_o0-o0
83	within	53	53	k	s	0	0	65.58182520607016	s53-s53_ck-cs_o0-o0
84	within	53	53	h	k	1	1	92.07426068491966	s53-s53_ch-ck_o1-o1
85	within	53	53	h	s	1	1	68.81037010578804	s53-s53_ch-cs_o1-o1
86	within	53	53	k	s	1	1	87.96333523699352	s53-s53_ck-cs_o1-o1
87	within	53	53	h	h	0	1	67.97812262555615	s53-s53_ch-ch_o0-o1
88	within	53	53	k	k	0	1	74.20130346025964	s53-s53_ck-ck_o0-o1
89	within	53	53	s	s	0	1	62.70024093837876	s53-s53_cs-cs_o0-o1
90	within	57	57	h	k	0	0	104.82463781033562	s57-s57_ch-ck_o0-o0
91	within	57	57	h	s	0	0	123.77761293054212	s57-s57_ch-cs_o0-o0
92	within	57	57	k	s	0	0	133.47843516871268	s57-s57_ck-cs_o0-o0
93	within	57	57	h	k	1	1	153.74937435774447	s57-s57_ch-ck_o1-o1
94	within	57	57	h	s	1	1	115.35551780985098	s57-s57_ch-cs_o1-o1
95	within	57	57	k	s	1	1	151.23904602921027	s57-s57_ck-cs_o1-o1
96	within	57	57	h	h	0	1	124.13035992117898	s57-s57_ch-ch_o0-o1
97	within	57	57	k	k	0	1	145.97935744066098	s57-s57_ck-ck_o0-o1
98	within	57	57	s	s	0	1	113.5968653714578	s57-s57_cs-cs_o0-o1
99	within	58	58	h	k	0	0	98.77730043346779	s58-s58_ch-ck_o0-o0
100	within	58	58	h	s	0	0	145.3311037604829	s58-s58_ch-cs_o0-o0
101	within	58	58	k	s	0	0	153.50804228438477	s58-s58_ck-cs_o0-o0
102	within	58	58	h	k	1	1	105.37049252004229	s58-s58_ch-ck_o1-o1
103	within	58	58	h	s	1	1	130.23496120506798	s58-s58_ch-cs_o1-o1
104	within	58	58	k	s	1	1	142.82598446845418	s58-s58_ck-cs_o1-o1
105	within	58	58	h	h	0	1	109.71878008922603	s58-s58_ch-ch_o0-o1
106	within	58	58	k	k	0	1	92.00377601085404	s58-s58_ck-ck_o0-o1
107	within	58	58	s	s	0	1	157.39152506769923	s58-s58_cs-cs_o0-o1
108	within	59	59	h	k	0	0	95.3104405785036	s59-s59_ch-ck_o0-o0
109	within	59	59	h	s	0	0	80.09250285108783	s59-s59_ch-cs_o0-o0
110	within	59	59	k	s	0	0	77.28659029723515	s59-s59_ck-cs_o0-o0
111	within	59	59	h	k	1	1	87.37236508912666	s59-s59_ch-ck_o1-o1
112	within	59	59	h	s	1	1	81.92236805687179	s59-s59_ch-cs_o1-o1
113	within	59	59	k	s	1	1	86.22848733642607	s59-s59_ck-cs_o1-o1
114	within	59	59	h	h	0	1	90.20457786163819	s59-s59_ch-ch_o0-o1
115	within	59	59	k	k	0	1	95.5858326014452	s59-s59_ck-ck_o0-o1
116	within	59	59	s	s	0	1	91.70725113603743	s59-s59_cs-cs_o0-o1
117	within	60	60	h	k	0	0	139.26756959210957	s60-s60_ch-ck_o0-o0
118	within	60	60	h	s	0	0	112.17729157594557	s60-s60_ch-cs_o0-o0
119	within	60	60	k	s	0	0	138.0671827856012	s60-s60_ck-cs_o0-o0
120	within	60	60	h	k	1	1	115.59865381962989	s60-s60_ch-ck_o1-o1
121	within	60	60	h	s	1	1	100.47432394885531	s60-s60_ch-cs_o1-o1
122	within	60	60	k	s	1	1	132.70219154285232	s60-s60_ck-cs_o1-o1
123	within	60	60	h	h	0	1	101.18868808042497	s60-s60_ch-ch_o0-o1
124	within	60	60	k	k	0	1	121.7137350875896	s60-s60_ck-ck_o0-o1
125	within	60	60	s	s	0	1	91.95411122046549	s60-s60_cs-cs_o0-o1
126	within	61	61	h	k	0	0	90.26360009039985	s61-s61_ch-ck_o0-o0
127	within	61	61	h	s	0	0	117.48215830571806	s61-s61_ch-cs_o0-o0
128	within	61	61	k	s	0	0	114.8600864224164	s61-s61_ck-cs_o0-o0
129	within	61	61	h	k	1	1	116.97251250754339	s61-s61_ch-ck_o1-o1
130	within	61	61	h	s	1	1	112.42436616518214	s61-s61_ch-cs_o1-o1
131	within	61	61	k	s	1	1	128.8178340791655	s61-s61_ck-cs_o1-o1
132	within	61	61	h	h	0	1	95.55365193738636	s61-s61_ch-ch_o0-o1
133	within	61	61	k	k	0	1	98.54990040766565	s61-s61_ck-ck_o0-o1
134	within	61	61	s	s	0	1	123.77735204644767	s61-s61_cs-cs_o0-o1
135	within	65	65	h	k	0	0	71.53012436115846	s65-s65_ch-ck_o0-o0
136	within	65	65	h	s	0	0	75.80618263512348	s65-s65_ch-cs_o0-o0
137	within	65	65	k	s	0	0	74.71531983165471	s65-s65_ck-cs_o0-o0
138	within	65	65	h	k	1	1	85.9133881139478	s65-s65_ch-ck_o1-o1
139	within	65	65	h	s	1	1	86.67286677720415	s65-s65_ch-cs_o1-o1
140	within	65	65	k	s	1	1	93.20379835283623	s65-s65_ck-cs_o1-o1
141	within	65	65	h	h	0	1	66.69961952844918	s65-s65_ch-ch_o0-o1
142	within	65	65	k	k	0	1	96.07055670601657	s65-s65_ck-ck_o0-o1
143	within	65	65	s	s	0	1	89.27719763751148	s65-s65_cs-cs_o0-o1
144	within	67	67	h	k	0	0	59.68845970007314	s67-s67_ch-ck_o0-o0
145	within	67	67	h	s	0	0	102.71464757932668	s67-s67_ch-cs_o0-o0
146	within	67	67	k	s	0	0	132.5245921386089	s67-s67_ck-cs_o0-o0
147	within	67	67	h	k	1	1	74.1232331180299	s67-s67_ch-ck_o1-o1
148	within	67	67	h	s	1	1	104.72896073607639	s67-s67_ch-cs_o1-o1
149	within	67	67	k	s	1	1	118.68354868672944	s67-s67_ck-cs_o1-o1
150	within	67	67	h	h	0	1	65.88552073318652	s67-s67_ch-ch_o0-o1
151	within	67	67	k	k	0	1	79.5077630640516	s67-s67_ck-ck_o0-o1
152	within	67	67	s	s	0	1	121.11357281283753	s67-s67_cs-cs_o0-o1
153	within	74	74	h	k	0	0	82.25445029318313	s74-s74_ch-ck_o0-o0
154	within	74	74	h	s	0	0	155.67848846451793	s74-s74_ch-cs_o0-o0
155	within	74	74	k	s	0	0	169.45352194818216	s74-s74_ck-cs_o0-o0
156	within	74	74	h	k	1	1	114.86049203122145	s74-s74_ch-ck_o1-o1
157	within	74	74	h	s	1	1	136.8524034568241	s74-s74_ch-cs_o1-o1
158	within	74	74	k	s	1	1	138.98571220464393	s74-s74_ck-cs_o1-o1
159	within	74	74	h	h	0	1	81.05001775663813	s74-s74_ch-ch_o0-o1
160	within	74	74	k	k	0	1	103.90971442601337	s74-s74_ck-ck_o0-o1
161	within	74	74	s	s	0	1	129.80185354597162	s74-s74_cs-cs_o0-o1
162	within	76	76	h	k	0	0	148.52415874873913	s76-s76_ch-ck_o0-o0
163	within	76	76	h	s	0	0	167.0685194428179	s76-s76_ch-cs_o0-o0
164	within	76	76	k	s	0	0	129.04328891250447	s76-s76_ck-cs_o0-o0
165	within	76	76	h	k	1	1	84.39591222196664	s76-s76_ch-ck_o1-o1
166	within	76	76	h	s	1	1	112.00051941253315	s76-s76_ch-cs_o1-o1
167	within	76	76	k	s	1	1	123.66089858557024	s76-s76_ck-cs_o1-o1
168	within	76	76	h	h	0	1	140.47286427712413	s76-s76_ch-ch_o0-o1
169	within	76	76	k	k	0	1	103.80874210383475	s76-s76_ck-ck_o0-o1
170	within	76	76	s	s	0	1	146.7674662637522	s76-s76_cs-cs_o0-o1
171	within	79	79	h	k	0	0	63.34408222074308	s79-s79_ch-ck_o0-o0
172	within	79	79	h	s	0	0	105.10646637781254	s79-s79_ch-cs_o0-o0
173	within	79	79	k	s	0	0	109.33292616666056	s79-s79_ck-cs_o0-o0
174	within	79	79	h	k	1	1	93.6322338934494	s79-s79_ch-ck_o1-o1
175	within	79	79	h	s	1	1	97.41582627890705	s79-s79_ch-cs_o1-o1
176	within	79	79	k	s	1	1	108.87608127622232	s79-s79_ck-cs_o1-o1
177	within	79	79	h	h	0	1	86.35070662962957	s79-s79_ch-ch_o0-o1
178	within	79	79	k	k	0	1	77.84013446480718	s79-s79_ck-ck_o0-o1
179	within	79	79	s	s	0	1	102.38414736158872	s79-s79_cs-cs_o0-o1
180	within	80	80	h	k	0	0	95.78253584181897	s80-s80_ch-ck_o0-o0
181	within	80	80	h	s	0	0	105.93640167149745	s80-s80_ch-cs_o0-o0
182	within	80	80	k	s	0	0	117.73299987348256	s80-s80_ck-cs_o0-o0
183	within	80	80	h	k	1	1	121.52125428093058	s80-s80_ch-ck_o1-o1
184	within	80	80	h	s	1	1	103.96310062935125	s80-s80_ch-cs_o1-o1
185	within	80	80	k	s	1	1	113.76576927562077	s80-s80_ck-cs_o1-o1
186	within	80	80	h	h	0	1	100.01108573916821	s80-s80_ch-ch_o0-o1
187	within	80	80	k	k	0	1	135.54436590962206	s80-s80_ck-ck_o0-o1
188	within	80	80	s	s	0	1	107.71180395895847	s80-s80_cs-cs_o0-o1
189	within	81	81	h	k	0	0	106.32591989542581	s81-s81_ch-ck_o0-o0
190	within	81	81	h	s	0	0	149.2154007218287	s81-s81_ch-cs_o0-o0
191	within	81	81	k	s	0	0	171.97825305653586	s81-s81_ck-cs_o0-o0
192	within	81	81	h	k	1	1	134.97877929972043	s81-s81_ch-ck_o1-o1
193	within	81	81	h	s	1	1	162.61366496626042	s81-s81_ch-cs_o1-o1
194	within	81	81	k	s	1	1	208.95276616823602	s81-s81_ck-cs_o1-o1
195	within	81	81	h	h	0	1	73.52167472827891	s81-s81_ch-ch_o0-o1
196	within	81	81	k	k	0	1	126.50081454137069	s81-s81_ck-ck_o0-o1
197	within	81	81	s	s	0	1	88.96793286150142	s81-s81_cs-cs_o0-o1
198	within	87	87	h	k	0	0	102.40785670184042	s87-s87_ch-ck_o0-o0
199	within	87	87	h	s	0	0	162.9977952264516	s87-s87_ch-cs_o0-o0
200	within	87	87	k	s	0	0	143.76959066359447	s87-s87_ck-cs_o0-o0
201	within	87	87	h	k	1	1	78.89942055774945	s87-s87_ch-ck_o1-o1
202	within	87	87	h	s	1	1	168.39152681715808	s87-s87_ch-cs_o1-o1
203	within	87	87	k	s	1	1	169.9389318240818	s87-s87_ck-cs_o1-o1
204	within	87	87	h	h	0	1	98.98095265961959	s87-s87_ch-ch_o0-o1
205	within	87	87	k	k	0	1	91.76017904048415	s87-s87_ck-ck_o0-o1
206	within	87	87	s	s	0	1	216.86155249414196	s87-s87_cs-cs_o0-o1
207	within	88	88	h	k	0	0	129.00542707778035	s88-s88_ch-ck_o0-o0
208	within	88	88	h	s	0	0	174.15968468221874	s88-s88_ch-cs_o0-o0
209	within	88	88	k	s	0	0	153.891589319885	s88-s88_ck-cs_o0-o0
210	within	88	88	h	k	1	1	135.20949630881236	s88-s88_ch-ck_o1-o1
211	within	88	88	h	s	1	1	151.6355904181002	s88-s88_ch-cs_o1-o1
212	within	88	88	k	s	1	1	163.46609688485876	s88-s88_ck-cs_o1-o1
213	within	88	88	h	h	0	1	121.9267618887107	s88-s88_ch-ch_o0-o1
214	within	88	88	k	k	0	1	132.76769415097354	s88-s88_ck-ck_o0-o1
215	within	88	88	s	s	0	1	191.36456107608993	s88-s88_cs-cs_o0-o1
216	within	89	89	h	k	0	0	50.60776502063132	s89-s89_ch-ck_o0-o0
217	within	89	89	h	s	0	0	144.0960476561806	s89-s89_ch-cs_o0-o0
218	within	89	89	k	s	0	0	144.1068093984228	s89-s89_ck-cs_o0-o0
219	within	89	89	h	k	1	1	77.3114706743776	s89-s89_ch-ck_o1-o1
220	within	89	89	h	s	1	1	88.05813246712103	s89-s89_ch-cs_o1-o1
221	within	89	89	k	s	1	1	75.96535559691495	s89-s89_ck-cs_o1-o1
222	within	89	89	h	h	0	1	66.01408415646789	s89-s89_ch-ch_o0-o1
223	within	89	89	k	k	0	1	71.69084617082443	s89-s89_ck-ck_o0-o1
224	within	89	89	s	s	0	1	90.44289647505764	s89-s89_cs-cs_o0-o1
225	within	90	90	h	k	0	0	107.63892708747242	s90-s90_ch-ck_o0-o0
226	within	90	90	h	s	0	0	129.45385833095744	s90-s90_ch-cs_o0-o0
227	within	90	90	k	s	0	0	144.9493452390763	s90-s90_ck-cs_o0-o0
228	within	90	90	h	k	1	1	135.78579185363714	s90-s90_ch-ck_o1-o1
229	within	90	90	h	s	1	1	145.2641471782921	s90-s90_ch-cs_o1-o1
230	within	90	90	k	s	1	1	172.7523282763365	s90-s90_ck-cs_o1-o1
231	within	90	90	h	h	0	1	118.39629985692353	s90-s90_ch-ch_o0-o1
232	within	90	90	k	k	0	1	124.69436834298874	s90-s90_ck-ck_o0-o1
233	within	90	90	s	s	0	1	131.60778135847087	s90-s90_cs-cs_o0-o1
234	within	91	91	h	k	0	0	77.71067059842859	s91-s91_ch-ck_o0-o0
235	within	91	91	h	s	0	0	171.40598076076898	s91-s91_ch-cs_o0-o0
236	within	91	91	k	s	0	0	176.04290297068493	s91-s91_ck-cs_o0-o0
237	within	91	91	h	k	1	1	107.36830553994159	s91-s91_ch-ck_o1-o1
238	within	91	91	h	s	1	1	167.28329657243597	s91-s91_ch-cs_o1-o1
239	within	91	91	k	s	1	1	178.75092000151386	s91-s91_ck-cs_o1-o1
240	within	91	91	h	h	0	1	76.13985021675953	s91-s91_ch-ch_o0-o1
241	within	91	91	k	k	0	1	106.09526902645665	s91-s91_ck-ck_o0-o1
242	within	91	91	s	s	0	1	210.997732341097	s91-s91_cs-cs_o0-o1
243	within	92	92	h	k	0	0	118.48999859130033	s92-s92_ch-ck_o0-o0
244	within	92	92	h	s	0	0	224.11675694425043	s92-s92_ch-cs_o0-o0
245	within	92	92	k	s	0	0	219.91223843247656	s92-s92_ck-cs_o0-o0
246	within	92	92	h	k	1	1	97.0784089954902	s92-s92_ch-ck_o1-o1
247	within	92	92	h	s	1	1	96.76836923366236	s92-s92_ch-cs_o1-o1
248	within	92	92	k	s	1	1	103.95318750726251	s92-s92_ck-cs_o1-o1
249	within	92	92	h	h	0	1	91.67532479477948	s92-s92_ch-ch_o0-o1
250	within	92	92	k	k	0	1	103.43534725325983	s92-s92_ck-ck_o0-o1
251	within	92	92	s	s	0	1	202.85832121965674	s92-s92_cs-cs_o0-o1
252	within	94	94	h	k	0	0	80.16173146506443	s94-s94_ch-ck_o0-o0
253	within	94	94	h	s	0	0	271.3533807024919	s94-s94_ch-cs_o0-o0
254	within	94	94	k	s	0	0	282.4910898332722	s94-s94_ck-cs_o0-o0
255	within	94	94	h	k	1	1	112.76526873437653	s94-s94_ch-ck_o1-o1
256	within	94	94	h	s	1	1	223.29629769473507	s94-s94_ch-cs_o1-o1
257	within	94	94	k	s	1	1	228.20929694343832	s94-s94_ck-cs_o1-o1
258	within	94	94	h	h	0	1	105.98622250277941	s94-s94_ch-ch_o0-o1
259	within	94	94	k	k	0	1	95.71177709215206	s94-s94_ck-ck_o0-o1
260	within	94	94	s	s	0	1	331.55074714568065	s94-s94_cs-cs_o0-o1
261	within	95	95	h	k	0	0	81.40375826477579	s95-s95_ch-ck_o0-o0
262	within	95	95	h	s	0	0	105.98849686167695	s95-s95_ch-cs_o0-o0
263	within	95	95	k	s	0	0	82.84623348964382	s95-s95_ck-cs_o0-o0
264	within	95	95	h	k	1	1	62.91387539053544	s95-s95_ch-ck_o1-o1
265	within	95	95	h	s	1	1	95.08000923617199	s95-s95_ch-cs_o1-o1
266	within	95	95	k	s	1	1	92.97450749072188	s95-s95_ck-cs_o1-o1
267	within	95	95	h	h	0	1	73.2294625441755	s95-s95_ch-ch_o0-o1
268	within	95	95	k	k	0	1	72.96931769276004	s95-s95_ck-ck_o0-o1
269	within	95	95	s	s	0	1	113.21395671441931	s95-s95_cs-cs_o0-o1
270	within	97	97	h	k	0	0	71.22132093224319	s97-s97_ch-ck_o0-o0
271	within	97	97	h	s	0	0	102.99941717575729	s97-s97_ch-cs_o0-o0
272	within	97	97	k	s	0	0	102.12864911525502	s97-s97_ck-cs_o0-o0
273	within	97	97	h	k	1	1	105.16961502906932	s97-s97_ch-ck_o1-o1
274	within	97	97	h	s	1	1	85.56992545862072	s97-s97_ch-cs_o1-o1
275	within	97	97	k	s	1	1	103.18491053896688	s97-s97_ck-cs_o1-o1
276	within	97	97	h	h	0	1	94.4572434558262	s97-s97_ch-ch_o0-o1
277	within	97	97	k	k	0	1	106.34487630417271	s97-s97_ck-ck_o0-o1
278	within	97	97	s	s	0	1	103.53175912626651	s97-s97_cs-cs_o0-o1
279	within	99	99	h	k	0	0	49.00779066975405	s99-s99_ch-ck_o0-o0
280	within	99	99	h	s	0	0	101.46906410370593	s99-s99_ch-cs_o0-o0
281	within	99	99	k	s	0	0	117.67170594765408	s99-s99_ck-cs_o0-o0
282	within	99	99	h	k	1	1	115.78987831652938	s99-s99_ch-ck_o1-o1
283	within	99	99	h	s	1	1	107.58836904975495	s99-s99_ch-cs_o1-o1
284	within	99	99	k	s	1	1	131.16053595291615	s99-s99_ck-cs_o1-o1
285	within	99	99	h	h	0	1	88.22421010145474	s99-s99_ch-ch_o0-o1
286	within	99	99	k	k	0	1	130.01306486040008	s99-s99_ck-ck_o0-o1
287	within	99	99	s	s	0	1	115.25954350450131	s99-s99_cs-cs_o0-o1
288	between	33	34	h	h	0	0	115.8474920974628	s33-s34_ch-ch_o0-o0
289	between	33	34	h	h	1	1	122.64686708441035	s33-s34_ch-ch_o1-o1
290	between	33	34	k	k	0	0	132.80051984159317	s33-s34_ck-ck_o0-o0
291	between	33	34	k	k	1	1	117.40965428635003	s33-s34_ck-ck_o1-o1
292	between	33	34	s	s	0	0	147.14222221628563	s33-s34_cs-cs_o0-o0
293	between	33	34	s	s	1	1	178.13930763145467	s33-s34_cs-cs_o1-o1
294	between	33	35	h	h	0	0	101.12412380523041	s33-s35_ch-ch_o0-o0
295	between	33	35	h	h	1	1	110.76943643870271	s33-s35_ch-ch_o1-o1
296	between	33	35	k	k	0	0	124.14317439820908	s33-s35_ck-ck_o0-o0
297	between	33	35	k	k	1	1	115.60660756331882	s33-s35_ck-ck_o1-o1
298	between	33	35	s	s	0	0	113.88344442558511	s33-s35_cs-cs_o0-o0
299	between	33	35	s	s	1	1	122.19771058522458	s33-s35_cs-cs_o1-o1
300	between	33	38	h	h	0	0	108.46820006554417	s33-s38_ch-ch_o0-o0
301	between	33	38	h	h	1	1	113.41266467571931	s33-s38_ch-ch_o1-o1
302	between	33	38	k	k	0	0	139.63798404942457	s33-s38_ck-ck_o0-o0
303	between	33	38	k	k	1	1	123.04140082885014	s33-s38_ck-ck_o1-o1
304	between	33	38	s	s	0	0	147.2260870064023	s33-s38_cs-cs_o0-o0
305	between	33	38	s	s	1	1	133.42770729749338	s33-s38_cs-cs_o1-o1
306	between	33	39	h	h	0	0	106.66042510069305	s33-s39_ch-ch_o0-o0
307	between	33	39	h	h	1	1	139.9520320844551	s33-s39_ch-ch_o1-o1
308	between	33	39	k	k	0	0	128.2823441506706	s33-s39_ck-ck_o0-o0
309	between	33	39	k	k	1	1	119.00606198345233	s33-s39_ck-ck_o1-o1
310	between	33	39	s	s	0	0	130.60196806804566	s33-s39_cs-cs_o0-o0
311	between	33	39	s	s	1	1	117.89928439796655	s33-s39_cs-cs_o1-o1
312	between	33	40	h	h	0	0	107.52167044627427	s33-s40_ch-ch_o0-o0
313	between	33	40	h	h	1	1	136.45440253935647	s33-s40_ch-ch_o1-o1
314	between	33	40	k	k	0	0	124.35830123903067	s33-s40_ck-ck_o0-o0
315	between	33	40	k	k	1	1	120.75528305593646	s33-s40_ck-ck_o1-o1
316	between	33	40	s	s	0	0	132.1495939323924	s33-s40_cs-cs_o0-o0
317	between	33	40	s	s	1	1	122.48903454841675	s33-s40_cs-cs_o1-o1
318	between	33	43	h	h	0	0	140.1271193925354	s33-s43_ch-ch_o0-o0
319	between	33	43	h	h	1	1	116.55168113479161	s33-s43_ch-ch_o1-o1
320	between	33	43	k	k	0	0	127.03853487861723	s33-s43_ck-ck_o0-o0
321	between	33	43	k	k	1	1	117.9989089318473	s33-s43_ck-ck_o1-o1
322	between	33	43	s	s	0	0	123.94882343935022	s33-s43_cs-cs_o0-o0
323	between	33	43	s	s	1	1	115.13653144935715	s33-s43_cs-cs_o1-o1
324	between	33	46	h	h	0	0	108.40089006481226	s33-s46_ch-ch_o0-o0
325	between	33	46	h	h	1	1	122.48319384267911	s33-s46_ch-ch_o1-o1
326	between	33	46	k	k	0	0	130.99135187126672	s33-s46_ck-ck_o0-o0
327	between	33	46	k	k	1	1	106.81351723375555	s33-s46_ck-ck_o1-o1
328	between	33	46	s	s	0	0	150.80767640099114	s33-s46_cs-cs_o0-o0
329	between	33	46	s	s	1	1	161.0138875962847	s33-s46_cs-cs_o1-o1
